# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YCR051W	YCR051W	unknown	28.4737	4.3026	26.2509	4.1295	181.8152	4.4841	89.3826	4.5312	83.9654	4.0537	142.5202	4.2848
YCR052W	RSC6	chromatin structure	158.6754	6.1138	91.2597	6.0019	38.2994	6.0657	45.0609	6.1953	68.4927	5.6369	65.0699	5.8738
YCR053W	THR4	threonine biosynthesis	464.9836	7.5938	331.4289	7.585	66.3921	7.5872	122.3175	7.82	253.0856	7.08	139.1522	7.321
YCR057C	PWP2	cytoskeleton (putative)	66.3337	6.1863	48.8437	5.9779	9.4878	3.0846	24.1966	6.1655	42.3912	5.6998	17.225	6.0587
YCR059C	YIH1	unknown	53.511	5.2968	38.4178	5.1021	11.3598	2.5467	17.3408	5.2392	27.808	4.8596	21.6223	5.137
YCR060W	YCR060W	unknown	23.7127	5.1828	12.0864	2.4714	5.1269	2.8386	12.4652	2.5605	16.5129	4.8057	17.8458	5.049
YCR061W	YCR061W	unknown	177.4279	6.4449	111.2193	6.3507	174.304	6.6094	82.5555	6.6301	116.3179	5.9833	157.0821	6.279
YCR063W	BUD31	unknown	52.8773	6.0291	37.671	5.7748	13.4203	2.8987	24.2684	6.0292	37.4207	5.5572	25.1594	5.8552
YCR064C	YCR064C	unknown	12.2109	2.8847	8.4449	2.7255	4.4153	3.0878	5.6568	2.9213	10.0816	2.6254	8.7121	2.7311
YCR065W	HCM1	transcription (putative)	243.5743	7.2374	109.7017	7.0966	81.1536	7.3019	73.2317	7.3914	117.1334	6.6998	74.2894	6.9396
YCR066W	RAD18	DNA repair, postreplication	13.764	4.0484	8.0202	4.001	7.6177	3.9639	7.0623	4.0447	10.8013	3.697	13.1573	3.6909
YCR067C	SED4	secretion	189.2042	7.6227	114.5784	7.4871	81.6656	7.6964	50.3987	7.6988	104.8392	7.053	73.6095	7.32
YCR068W	CVT17	unknown	24.9845	5.4732	16.4473	5.1128	23.2005	5.3892	16.9588	5.4086	24.2252	5.0187	22.5141	5.3145
YCR069W	CPR4	protein folding	156.942	6.8458	132.304	6.7742	87.8334	6.9467	65.6675	6.9987	111.0323	6.3536	98.9486	6.6075
YCR071C	IMG2	mitochondrial DNA maintenance	28.1128	5.9925	15.3387	5.6665	24.0996	5.8915	25.6544	6.013	40.1665	5.5354	27.9504	5.8181
YCR072C	YCR072C	unknown	64.6508	6.0126	47.101	5.8079	NA	NA	15.4417	5.9199	27.3595	5.5023	4.3195	3.3093
YCR073W-A	SOL2	tRNA splicing, putative	34.2202	5.1857	35.8004	5.0076	35.7784	5.2307	24.6637	5.2395	35.3242	4.8041	35.3883	5.0397
YCR075C	ERS1	secretion (putative)	15.6286	3.1673	9.3759	3.0537	7.6201	3.1149	4.0333	3.5764	15.5244	5.6697	11.7825	3.0119
YCR076C	YCR076C	unknown	10.7759	2.7667	8.3794	2.5643	23.8863	5.0465	11.123	2.5304	18.713	4.6964	10.7529	2.5413
YCR077C	PAT1	mitosis; chromosome transmission	177.8878	6.5954	136.8489	6.5304	82.4555	6.681	53.6239	6.7023	106.1372	6.1135	72.9492	6.3372
YCR079W	YCR079W	unknown	20.0447	5.5355	16.243	5.1018	31.206	5.4469	20.1143	5.4359	26.9103	5.0087	27.7683	5.2907
YCR081W	SRB8	transcription	21.2543	4.2702	6.1955	4.8241	13.3899	4.0125	3.5542	5.3174	14.0807	4.0049	7.6356	4.3445
YCR082W	YCR082W	unknown	64.0975	6.7326	39.6037	6.4232	41.2014	6.732	56.4901	6.9106	74.432	6.2617	75.9011	6.5303
YCR083W	TRX3	oxidative stress response	41.9761	6.2564	38.7446	6.0084	33.578	6.2477	43.9046	6.4112	74.0744	5.8492	49.211	6.0799
YCR084C	TUP1	transcription	616.6308	6.7583	422.9355	6.7635	175.471	6.8919	192.1155	7.0181	371.7821	6.332	246.7335	6.627
YCR085W	YCR085W	unknown	17.6716	4.4581	8.2677	4.589	7.9461	4.5402	6.2527	4.7706	11.8103	4.175	4.8677	4.6524
YCR086W	CSM1	unknown	8.4882	3.7649	5.024	3.7796	2.9769	4.3201	3.6861	3.9374	6.3237	3.4419	6.1203	3.4208
YCR087W	YCR087W	unknown	72.486	8.0588	52.1215	7.7299	21.1329	7.7388	26.839	7.9872	39.1298	7.3927	28.1117	7.8476
YCR088W	ABP1	cytoskeleton	149.01	6.2866	113.471	6.2085	119.5867	6.4259	58.3139	6.4193	91.0881	5.8233	125.6242	6.1026
YCR089W	FIG2	mating	26.9516	9.4514	14.6205	4.6055	9.554	4.9264	7.7403	5.162	10.2428	4.7999	8.1879	4.9053
YCR090C	YCR090C	unknown	25.8712	6.6177	14.2335	3.1568	6.172	3.6387	9.2347	3.4013	14.106	3.1513	16.8854	6.4633
YCR091W	KIN82	unknown	14.3107	4.0157	11.3595	3.7156	57.4377	7.3847	32.8826	7.3473	46.9023	6.7444	45.1414	7.0834
YCR094W	CDC50	cell cycle	52.0897	7.1729	29.6244	6.7276	20.6226	6.9328	25.6037	7.1498	37.1183	6.6037	42.3424	6.9646
YCR095C	YCR095C	unknown	19.9632	7.2476	3.1799	4.7104	3.9376	4.4395	6.6077	3.8594	12.0387	3.4392	3.8652	3.9658
YCR096C	HMRA2	unknown	18.5994	7.0798	11.2907	3.3952	9.5292	3.4351	9.8202	3.4957	12.4401	3.3152	10.6661	3.4478
YCR097W-A	YCR097W-A	biological_process unknown	22.2565	7.2756	18.146	6.6765	8.7358	3.6801	10.8616	3.6222	21.5493	6.5746	9.3564	3.6555
YCR098C	GIT1	unknown	4.4107	3.9877	3.6373	3.788	NA	NA	NA	NA	1.9182	3.9699	NA	NA
YCR099C	YCR099C	unknown	9.3008	3.5114	5.8731	3.4471	3.3025	3.9552	3.8996	3.6822	4.9534	3.4055	4.8546	3.3401
YCR100C	YCR100C	unknown	33.9154	7.2193	20.5415	6.7718	10.6982	3.6333	11.2344	3.6972	16.2187	3.4543	16.0982	3.5882
YCR101C	YCR101C	unknown	1.494	6.0329	3.4549	4.5736	2.2198	5.2262	NA	NA	2.626	4.4182	2.31	4.2083
YCR102C	YCR102C	unknown	43.178	5.9804	25.1207	5.6148	14.2546	2.877	32.3405	6.0663	29.4783	5.5014	20.2198	5.8441
YCR102W-A	YCR102W-A	unknown	15.5648	3.2209	6.9474	3.3043	14.631	2.928	9.054	3.1406	10.4175	3.0168	8.0464	3.1563
YCR104W	PAU3	unknown	2.5168	5.2988	1.8343	5.3405	2.248	5.1508	2.2329	4.8309	2.8815	4.2999	1.6447	4.3678
YCR105W	YCR105W	unknown	51.5278	5.5358	21.335	5.1619	9.5628	2.7175	10.3578	2.775	19.4923	5.1031	9.0402	2.8088
YCR106W	YCR106W	unknown	10.1234	4.0337	7.0878	3.8755	4.3362	4.3257	5.3878	4.0256	9.2754	3.5761	5.561	3.8028
YCR107W	AAD3	unknown	9.1067	3.4145	4.539	3.5443	4.9297	3.4173	3.9249	3.5583	7.6531	3.0719	3.09	3.4217
YDL001W	YDL001W	unknown	39.6248	6.6553	28.4819	6.2693	17.5521	6.423	35.3646	6.7617	51.1234	6.1861	41.5765	6.4767
YDL002C	NHP10	chromatin structure	24.5455	5.8682	13.5335	2.7881	11.3656	2.8326	9.1105	2.9877	17.6436	5.4365	16.3424	5.7327
YDL003W	MCD1	mitosis, sister chromatid cohesion	36.1974	6.7744	23.966	6.337	8.2298	3.5581	22.8053	6.7467	35.8616	6.2517	19.4741	6.6704
YDL004W	ATP16	ATP synthesis	120.8428	6.8186	83.1207	6.6698	164.7167	7.0078	333.3614	7.1787	507.082	6.4647	488.6812	6.9125
YDL005C	MED2	transcription	45.1386	7.7142	14.6174	3.807	24.0612	7.5096	24.2815	7.6647	41.0105	7.1233	39.2783	7.5148
YDL006W	PTC1	tRNA splicing	10.4958	3.1995	7.1799	3.0584	5.8905	3.1293	5.5777	3.1777	8.818	2.8912	6.7441	3.0133
YDL007W	RPT2	protein degradation	165.0483	6.0275	125.2682	5.9677	82.4237	6.1175	92.8868	6.2268	156.5412	5.6245	148.2961	5.8739
YDL008W	APC11	mitosis	30.5	5.825	21.2681	5.4488	11.5011	2.8331	15.0637	5.7705	23.8509	5.369	29.6054	5.6695
YDL009C	YDL009C	unknown	18.0959	5.4856	18.4011	4.8631	11.5094	5.2108	15.1775	5.0638	22.7087	4.712	19.5268	4.9456
YDL010W	YDL010W	unknown	19.3259	6.6423	18.0251	6.023	15.4195	6.1632	24.2834	6.4036	29.0069	5.8895	22.9653	6.2511
YDL011C	YDL011C	unknown	87.9956	8.7323	52.4021	8.3346	29.2512	8.4842	36.0041	8.7285	50.1903	8.0251	40.0805	8.4592
YDL012C	YDL012C	unknown	158.493	9.6046	121.2887	9.4117	67.9965	9.6049	83.2382	9.8157	137.3135	8.9205	131.1008	9.2869
YDL013W	HEX3	hexose metabolism (putative)	13.9198	3.0348	11.7471	2.7692	9.6768	2.8136	11.9604	2.8413	15.6891	5.3559	13.9761	2.8216
YDL014W	NOP1	rRNA processing, 35S	290.3254	4.8343	202.8776	4.8268	12.8737	4.5813	78.3925	4.9794	137.1567	4.4981	62.7468	4.6343
YDL015C	TSC13	unknown	142.4071	8.1255	115.9443	7.9896	63.1168	8.1476	49.2675	8.2035	81.9749	7.5014	69.4411	7.8187
YDL016C	YDL016C	unknown	97.6896	10.1507	68.4585	9.7492	22.5849	4.875	27.747	10.0025	43.6649	9.3027	21.9283	5.0449
YDL018C	ERP3	membrane trafficking; secretion (putative)	45.4236	6.6371	30.1344	6.2649	18.0406	6.4013	15.1813	3.296	31.1208	6.1064	16.1749	3.2894
YDL019C	OSH2	unknown	42.5365	6.2771	35.4724	5.9991	33.1521	6.2633	27.3183	6.317	42.7607	5.8133	45.3424	6.0983
YDL020C	RPN4	protein degradation, ubiquitin-mediated	73.1935	7.2344	56.0397	6.989	32.4822	7.1341	78.6901	7.4756	106.3058	6.7539	98.4049	7.0281
YDL021W	GPM2	glycolysis	9.4378	3.8276	7.8355	3.5427	39.2643	6.5988	20.433	6.5247	28.0111	6.0566	74.1651	6.4081
YDL022W	GPD1	glycerol metabolism	173.5546	5.9457	155.7927	5.914	188.1503	6.1025	69.1675	6.0998	123.388	5.5288	278.9892	5.908
YDL023C	YDL023C	unknown	262.7001	7.4304	200.1255	7.3861	252.9946	7.6206	71.9637	7.5772	138.1751	6.8905	300.013	7.3364
YDL024C	DIA3	pseudohyphal growth (putative)	4.027	4.4438	2.5944	4.5268	8.1531	3.357	10.8023	3.2849	9.07	3.2927	6.1045	3.4641
YDL025C	YDL025C	unknown	43.9254	7.3527	37.592	6.999	40.5709	7.3609	44.0915	7.5038	52.8901	6.8263	37.5143	7.1617
YDL026W	YDL026W	unknown	43.3382	6.9886	25.5574	6.5398	57.5349	7.0975	33.6342	7.0701	50.0262	6.4853	36.3705	6.8036
YDL027C	YDL027C	unknown	50.6617	8.3151	33.0723	7.8014	69.9399	8.4522	61.0995	8.544	65.8526	7.7315	61.4982	8.0895
YDL028C	MPS1	mitosis, checkpoint	45.7755	7.1018	18.6468	6.7222	19.4168	6.8562	18.6144	7.0334	24.5545	6.583	25.0065	6.943
YDL029W	ARP2	cytoskeleton	69.0713	6.4649	41.1398	6.185	38.1981	6.4477	72.6904	6.6825	50.8172	5.9711	62.819	6.2549
YDL031W	DBP10	unknown	24.0595	6.3364	18.558	5.8619	2.2969	4.5446	11.2913	3.1558	12.0927	3.0508	10.2669	3.1822
YDL032W	YDL032W	unknown	39.1966	7.4818	27.5154	6.9995	18.1111	7.2091	15.5701	3.7383	21.0478	7.0306	15.5761	3.7471
YDL033C	YDL033C	unknown	31.7893	5.8611	24.6435	5.514	13.0063	2.8312	20.0782	5.8431	23.5359	5.4074	16.3711	5.7794
YDL034W	YDL034W	unknown	15.9723	6.2045	6.5001	3.2319	3.4772	3.7308	7.1462	3.142	13.256	2.8308	10.3652	2.9891
YDL035C	GPR1	signaling, pheromone pathway	33.6359	7.5465	16.5171	3.6218	12.7874	3.7111	27.2473	7.5002	35.1905	6.9128	40.1694	7.3042
YDL036C	YDL036C	unknown	32.1354	6.4596	18.7662	6.0638	4.8506	3.814	12.7865	3.235	15.1269	3.0835	17.9958	6.3589
YDL037C	YDL037C	biological_process unknown	399.0699	11.3753	96.473	10.9241	13.7264	5.8671	12.8247	6.0229	77.3924	10.3801	40.7786	10.9395
YDL038C	YDL038C	biological_process unknown	45.9289	8.6765	83.5845	8.5051	32.0629	8.5201	31.0968	8.6654	34.6667	8.003	30.621	8.4847
YDL039C	PRM7	unknown	151.043	8.7447	74.4676	8.4404	7.008	5.0127	6.2247	5.0919	67.6177	8.0378	59.8064	8.4116
YDL040C	NAT1	protein processing	251.9199	6.9507	150.2215	6.8763	55.0796	6.9394	68.2079	7.0897	137.3524	6.4504	79.0906	6.6683
YDL041W	KRE26	unknown	22.9026	5.9098	14.4806	5.5498	2.7081	3.9571	10.2028	2.9572	20.517	5.4023	9.1717	2.9831
YDL042C	SIR2	silencing	27.0596	7.3572	18.1508	6.8762	7.506	3.9363	17.551	3.5878	24.1752	6.7177	13.4991	3.6504
YDL043C	PRP11	mRNA splicing	12.6424	3.6084	7.7311	3.5234	3.6793	4.1861	4.6225	3.8565	10.115	3.2876	8.6959	3.3895
YDL044C	MTF2	mRNA splicing, mitochondrial	10.4986	3.7182	5.4398	3.8122	7.4293	3.4723	7.0017	3.5474	8.0802	3.395	9.9932	3.3428
YDL045C	FAD1	flavin biosynthesis	52.6717	6.8355	42.3124	6.5536	37.5183	6.8212	33.927	6.9054	47.8217	6.3235	37.9419	6.6339
YDL045W-A	MRP10	protein biosynthesis	39.1791	7.2014	15.7952	3.4781	14.1982	3.5052	35.5469	7.294	51.1741	6.6831	37.3123	7.0123
YDL046W	YDL046W	unknown	185.826	6.7106	135.47	6.6389	198.6805	6.8868	96.7279	6.9219	146.5154	6.2466	126.6404	6.4995
YDL047W	SIT4	cell cycle	50.2354	5.5265	45.0209	5.3569	25.9326	5.4673	36.2113	5.6302	51.3107	5.1278	48.8357	5.3533
YDL048C	STP4	tRNA splicing	20.6139	4.236	48.5144	7.6786	24.3117	7.7688	34.0407	8.0484	24.5116	7.4686	5.4862	4.4573
YDL049C	KNH1	cell wall biogenesis	13.8828	3.49	11.2946	3.2077	15.7524	6.1912	27.8507	6.4705	37.7909	5.9397	27.8164	6.2628
YDL050C	YDL050C	unknown	98.4344	8.265	78.3498	8.0391	10.4333	4.2669	33.3098	8.2393	61.354	7.6176	31.9529	8.0072
YDL051W	LHP1	tRNA processing	141.9057	6.3116	87.453	6.1883	14.2793	3.0049	57.5547	6.4441	90.2708	5.8475	60.9919	6.0654
YDL052C	SLC1	phospholipid metabolism	204.8625	6.1888	152.837	6.1437	71.8218	6.25	91.2512	6.3798	149.4653	5.7625	82.0376	5.9514
YDL053C	YDL053C	unknown	47.6535	7.013	39.0494	6.697	27.5243	6.9015	45.7692	7.1677	53.4885	6.5076	45.7712	6.8133
YDL054C	MCH1	unknown	39.8473	7.1446	29.5671	6.7172	21.8882	6.9473	23.3269	7.1084	24.4545	6.6324	29.7236	6.9717
YDL055C	PSA1	mannose metabolism	941.4471	6.5719	739.6257	6.5778	770.6861	6.6641	507.8162	6.8664	811.3014	6.2055	928.11	6.8119
YDL056W	MBP1	cell cycle	24.0265	7.6883	12.3223	3.7623	11.796	3.7254	16.5667	3.711	24.3609	6.9328	31.589	7.2679
YDL057W	YDL057W	unknown	92.5076	6.4059	64.2591	6.2332	30.2734	6.3102	33.5707	6.4433	55.2977	5.9085	41.3186	6.1721
YDL058W	USO1	secretion	21.3244	7.1753	14.5452	3.3616	4.649	4.2229	10.3156	3.5783	11.6065	3.4478	12.6868	3.4991
YDL059C	RAD59	DNA repair and recombination	2.2817	4.4044	3.2383	3.7236	6.0959	3.1302	3.4913	3.5305	3.7002	3.3628	4.1565	3.2001
YDL060W	TSR1	unknown	53.638	6.2265	43.6029	5.998	6.0135	3.4322	20.9361	6.1769	35.1655	5.7303	19.3769	6.0869
YDL061C	RPS29B	protein synthesis	443.5321	6.598	276.3827	6.5851	94.3006	6.6734	134.1257	6.8225	227.4684	6.1523	91.1447	6.3281
YDL062W	YDL062W	unknown	68.5303	7.8011	52.2854	7.4976	38.1724	7.7349	42.1148	7.8948	59.9957	7.2178	55.1738	7.5551
YDL063C	YDL063C	unknown	38.273	7.4028	33.1851	6.9866	9.2773	3.8599	24.2099	7.3585	33.7262	6.8147	17.8337	3.6737
YDL064W	UBC9	protein degradation, ubiquitin-mediated	142.5035	8.1631	99.7024	7.9864	38.0498	8.0231	43.9757	8.2059	88.1486	7.5446	65.2361	7.8531
YDL065C	PEX19	peroxisome biogenesis	64.1913	5.8775	51.2143	5.7023	24.262	5.7682	24.3049	5.8708	35.7766	5.4026	38.5868	5.6786
YDL066W	IDP1	TCA cycle	382.5223	6.4606	284.3152	6.4545	145.5644	6.5863	323.7646	6.7531	426.5522	6.073	322.3038	6.4115
YDL067C	COX9	oxidative phosphorylation	193.0824	4.9901	134.8753	4.9583	422.5263	5.1023	678.7828	5.2248	923.4458	4.7467	530.2094	5.1207
YDL068W	YDL068W	unknown	42.0546	8.3621	23.652	7.8648	20.173	8.0502	19.9175	4.1462	31.5163	7.7174	28.948	8.1721
YDL069C	CBS1	protein synthesis	8.0692	4.994	6.6462	4.6891	7.2173	4.5143	7.8142	4.4349	11.0359	4.1032	12.9128	4.089
YDL070W	BDF2	unknown	130.7724	7.2389	89.1641	7.0823	36.4857	7.1377	57.997	7.3748	78.3217	6.6888	94.5256	6.9899
YDL071C	YDL071C	unknown	37.0338	7.6706	23.9081	7.171	12.504	3.8065	16.578	3.8153	29.9413	7.0629	23.3042	7.5176
YDL072C	YDL072C	unknown	68.0837	6.7397	61.6006	6.5569	99.7553	6.9107	39.3697	6.8304	49.8569	6.222	70.4931	6.5283
YDL073W	YDL073W	unknown	26.8754	7.5962	16.3608	3.5932	6.9384	4.1606	13.1379	3.7724	17.5222	3.5573	16.2673	3.7177
YDL074C	BRE1	unknown	45.7532	6.9485	27.1922	6.5088	11.4539	3.4491	16.6747	3.4462	32.0379	6.3955	24.9208	6.7881
YDL075W	RPL31A	protein synthesis	132.809	12.8165	75.0023	12.2134	9.1839	7.6202	34.2008	12.6195	71.0054	11.767	29.4288	6.3407
YDL076C	YDL076C	unknown	18.3308	3.8808	13.9662	3.5949	14.852	3.5434	11.6563	3.7409	16.2734	3.5091	23.9952	7.1535
YDL077C	VAM6	protein degradation	NA	NA	2.9534	5.3487	NA	NA	1.1828	6.4288	7.075	4.1206	5.461	4.1873
YDL078C	MDH3	TCA cycle	121.1151	5.8415	87.5035	5.7445	100.6099	5.9672	69.9448	6.0116	88.4296	5.42	81.0048	5.639
YDL079C	MRK1	unknown	152.341	8.2251	110.3662	8.0682	140.0357	8.408	98.4724	8.4722	157.2788	7.6648	118.5152	7.9516
YDL080C	THI3	thiamine metabolism	85.1422	6.5842	72.7716	6.4364	54.5821	6.634	70.5931	6.7843	75.7349	6.1082	61.7637	6.3564
YDL081C	RPP1A	protein synthesis	860.9312	5.2064	898.1665	5.1964	119.6743	5.2992	258.2272	5.4317	527.9722	4.9068	315.0927	5.1957
YDL082W	RPL13A	protein synthesis	1251.5142	9.9903	902.6332	10.0037	81.5981	9.9447	343.9822	10.3926	614.006	9.3673	346.6235	9.7758
YDL083C	RPS16B	protein synthesis	373.9843	12.6423	265.3072	12.5135	30.1482	12.0028	119.271	12.8963	183.1161	11.6929	104.8137	12.1159
YDL084W	SUB2	mRNA splicing	187.0702	6.8027	144.0358	6.738	44.3862	6.757	88.9684	7.0017	161.5592	6.34	97.3278	6.5566
YDL085C-A	YDL085C-A	unknown	41.2163	5.1012	29.3022	4.8694	11.4793	2.454	23.1791	5.1322	24.9922	4.6859	22.2159	4.9567
YDL085W	YDL085W	unknown	7.5715	3.4162	6.2279	3.178	21.9664	5.6743	12.2388	2.8798	8.4877	2.9273	10.2309	2.9234
YDL086W	YDL086W	unknown	84.386	5.7104	62.8854	5.5746	69.5895	5.8084	41.8513	5.8111	56.5071	5.2779	63.7655	5.5136
YDL087C	LUC7	mRNA processing (putative)	18.839	5.6602	10.3821	2.7248	8.3873	2.7764	7.7573	2.8757	12.5947	2.6459	11.9641	2.7575
YDL088C	ASM4	unknown	54.9142	8.0914	33.3935	7.5948	34.1749	7.9918	31.5274	8.1039	45.3969	7.4669	35.5103	7.8786
YDL089W	YDL089W	unknown	14.254	4.2661	7.0223	4.3853	8.2252	4.1405	7.5191	4.2415	11.1909	3.8945	14.1759	3.8727
YDL090C	RAM1	protein processing	21.6138	6.4784	19.8763	5.919	58.2345	6.4382	16.3029	6.2607	29.7956	5.8197	22.0998	6.1801
YDL091C	YDL091C	unknown	16.0921	3.8122	9.2788	3.7345	22.3636	6.8858	26.9857	7.0834	24.0342	6.5636	30.4376	6.8946
YDL092W	SRP14	secretion	32.9035	6.5647	22.3419	6.133	23.4654	6.4279	24.0086	6.555	22.3168	6.0849	29.2271	6.39
YDL093W	PMT5	protein glycosylation	66.8283	6.6579	37.7176	6.3359	13.5992	3.2109	18.2407	6.5576	35.2026	6.1094	26.5303	6.4593
YDL094C	YDL094C	unknown	32.8765	7.8195	20.5344	7.3366	6.8699	4.3895	8.9737	4.1645	19.0514	7.3775	13.4156	3.9364
YDL095W	PMT1	protein glycosylation	193.9173	6.3233	146.8578	6.2718	55.4913	6.3396	61.8273	6.4554	92.9186	5.8484	66.491	6.0678
YDL096C	YDL096C	unknown	235.2065	6.3099	141.7534	6.247	60.3109	6.3351	55.6305	6.4155	100.3705	5.8364	62.3857	6.045
YDL097C	RPN6	protein degradation	77.5645	6.2349	58.4551	6.0593	51.1165	6.2822	47.0141	6.361	61.7126	5.7722	50.4944	6.0173
YDL098C	SNU23	mRNA splicing (putative)	6.7714	3.994	4.9547	3.8524	1.5194	5.397	2.3983	4.4221	7.6318	3.3876	4.1248	3.6295
YDL099W	YDL099W	unknown	102.6022	6.2832	74.1611	6.1435	31.1124	6.1957	40.1642	6.3591	52.305	5.7854	50.4146	6.0482
YDL100C	YDL100C	unknown	148.8443	6.8092	110.8387	6.7096	54.5252	6.8226	53.0608	6.9207	98.8343	6.3113	74.3726	6.5516
YDL101C	DUN1	DNA repair	35.7496	7.0246	20.8853	6.5902	19.2249	6.7789	14.382	3.5115	25.5748	6.4933	19.2464	6.9245
YDL102W	CDC2	DNA replication	24.2827	6.7539	16.0349	6.3252	3.961	4.1784	12.7906	3.3308	14.3799	3.1951	15.4178	3.2971
YDL103C	QRI1	UDP-N-acetylglucosamine biosynthesis	42.1156	6.424	34.3212	6.1234	16.1995	6.1878	22.2562	6.4023	29.7968	5.9132	39.111	6.2449
YDL104C	QRI7	unknown	13.7659	3.3321	13.4974	2.9767	9.7024	3.0835	14.1011	3.0648	17.2994	5.7951	13.9841	3.0713
YDL105W	QRI2	unknown	48.9537	6.9399	42.4332	6.6564	20.64	6.7233	20.9775	6.8726	29.0534	6.3858	27.4478	6.7618
YDL106C	GRF10	phosphate signaling	31.8355	8.1535	22.8481	7.577	31.4581	7.9265	27.5532	8.0212	30.7995	7.4328	35.9678	7.8435
YDL107W	MSS2	mRNA splicing, COX1 mRNA	70.2859	6.6455	55.1733	6.4365	30.7348	6.5594	29.9676	6.6644	41.5245	6.1136	44.1898	6.4229
YDL108W	KIN28	transcription	113.4407	6.8997	97.83	6.7866	49.5857	6.9038	45.6598	6.991	67.4144	6.3698	63.5095	6.6454
YDL109C	YDL109C	unknown	19.0186	6.7367	14.5393	3.1116	14.659	3.1197	15.9921	3.206	15.2862	3.088	14.3876	3.2251
YDL110C	YDL110C	unknown	87.4563	4.973	68.7023	4.8847	157.5495	5.1235	79.3689	5.1582	89.9202	4.6325	147.8487	4.8871
YDL111C	RPR42	rRNA processing	48.8808	6.7986	35.6553	6.4668	11.5841	3.355	21.3474	6.7389	31.3985	6.2507	21.8611	6.6539
YDL112W	TRM3	tRNA processing	20.1029	7.6474	15.1715	3.541	1.4029	6.4838	5.9761	4.1723	10.5248	3.7051	6.1902	3.9603
YDL113C	YDL113C	unknown	13.5045	3.6717	10.9345	3.3824	12.4683	3.2714	14.3901	3.3355	15.8286	3.1938	19.0326	6.5872
YDL114W	YDL114W	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDL115C	IWR1	unknown	6.9289	3.4168	2.1388	4.066	5.0057	3.2263	5.8669	3.118	6.2036	3.0236	3.9966	3.1617
YDL116W	NUP84	nuclear protein targeting	61.4349	7.127	47.7455	6.851	26.7466	6.9784	30.2025	7.1443	52.6043	6.5908	42.1084	6.9057
YDL117W	CYK3	cytokinesis (putative)	53.133	6.9037	35.8439	6.558	25.5075	6.7629	24.4597	6.8745	35.1121	6.3493	27.2521	6.7194
YDL118W	YDL118W	unknown	28.0724	6.8323	23.6888	6.328	21.4172	6.5879	17.2269	6.7057	25.7548	6.2493	24.1811	6.6146
YDL119C	YDL119C	unknown	22.6814	6.8715	22.0795	6.2649	19.518	6.4878	16.7696	6.6379	23.6959	6.2016	18.112	6.6094
YDL120W	YFH1	iron homeostasis, mitochondrial	44.3365	5.9991	24.8931	5.6269	33.6807	5.995	33.8609	6.0934	43.158	5.5553	24.0076	5.8408
YDL121C	YDL121C	unknown	86.4153	6.6037	57.5314	6.3956	40.445	6.5822	44.0548	6.7067	59.7691	6.1015	65.561	6.377
YDL122W	UBP1	protein degradation, ubiquitin-mediated	53.2201	6.589	14.9268	3.1569	11.987	3.2204	13.8499	3.2798	30.4134	6.0494	23.1998	6.4231
YDL123W	SNA4	unknown	169.2666	7.3285	118.803	7.2176	120.3052	7.4738	122.457	7.5924	122.5959	6.8043	114.6757	7.0821
YDL124W	YDL124W	unknown	172.4455	6.757	135.297	6.6871	323.9368	6.9495	167.8228	7.0437	200.2188	6.3192	308.8613	6.7137
YDL125C	HNT1	unknown	82.3003	7.861	69.3374	7.6338	53.1717	7.8821	37.9304	7.9059	56.0059	7.2496	60.0652	7.5989
YDL126C	CDC48	ubiquitin mediated degredation	283.5445	5.7544	208.669	5.7391	135.4672	5.8738	94.4376	5.9332	141.5858	5.3483	132.4387	5.5805
YDL127W	PCL2	cell cycle	35.273	8.2799	22.2988	7.759	11.55	4.1902	14.4182	4.1657	18.8025	3.9376	18.1559	4.1001
YDL128W	VCX1	transport	122.0669	6.7158	120.0105	6.6441	103.8888	6.854	95.968	6.9475	107.6765	6.2432	94.8294	6.4915
YDL129W	YDL129W	unknown	38.0391	6.1196	31.3444	5.8236	10.111	3.0394	23.822	6.1356	41.8868	5.6742	35.3623	5.9543
YDL130W	RPP1B	protein synthesis	528.6167	10.0799	362.9295	10.0494	50.3834	9.8717	137.2297	10.3486	231.9963	9.3576	110.6095	9.6494
YDL130W-A	STF1	 transport	286.3525	7.1936	167.4639	7.1249	283.1643	7.377	251.2246	7.5107	270.3068	6.7297	268.7537	7.08
YDL131W	LYS21	lysine biosynthesis	146.7509	6.5347	132.7327	6.4753	95.3884	6.6506	76.8415	6.7179	119.1044	6.0762	99.6472	6.3136
