# S. cerevisiae transcriptome, from Holstege et al., Cell 95:717-728, 1998.
#
# orf: the open reading frame
# expr: the expression level
# hl: half life
# tfreq: transcriptional frequency
orf	expr	hl	tfreq
YJL003W	0.3	13	0.9
YJL007C	NA	15	NA
YJL009W	0.4	26	0.7
YJL010C	0.6	10	2
YJL011C	1.3	12	4.3
YJL012C	2.1	14	5.7
YJL015C	0.1	23	0.2
YJL016W	0.9	16	2.1
YJL017W	0.3	15	0.8
YJL018W	0.3	NA	NA
YJL019W	0.2	11	0.9
YJL020C	0.6	15	1.4
YJL021C	0.4	17	1
YJL022W	NA	14	NA
YJL027C	NA	NA	NA
YJL028W	NA	NA	NA
YJL029C	0.4	13	1.1
YJL032W	0.1	19	0.1
YJL035C	0.4	46	0.4
YJL036W	0.3	21	0.6
YJL037W	NA	11	NA
YJL038C	NA	NA	NA
YJL039C	0.3	19	0.7
YJL043W	NA	32	NA
YJL045W	0.1	13	0.3
YJL046W	0.2	16	0.6
YJL047C	0.1	NA	NA
YJL048C	0.3	44	0.3
YJL049W	0.3	27	0.5
YJL051W	0.3	17	0.6
YJL055W	5.2	18	10.6
YJL058C	0.2	22	0.4
YJL060W	0.3	33	0.4
YJL062W	0.8	14	2
YJL064W	NA	NA	NA
YJL065C	0.9	15	2.2
YJL066C	0.2	30	0.2
YJL067W	NA	24	NA
YJL068C	1	24	1.5
YJL069C	1.2	10	4.5
YJL070C	0.2	15	0.4
YJL072C	0.7	16	1.6
YJL075C	0.1	26	0.1
YJL077C	NA	NA	NA
YJL082W	0.2	39	0.2
YJL083W	0.1	13	0.4
YJL084C	0.3	NA	NA
YJL086C	NA	18	NA
YJL091C	0.8	13	2.1
YJL094C	0.3	20	0.6
YJL097W	1.8	11	5.9
YJL100W	0.2	14	0.7
YJL103C	0.1	22	0.2
YJL104W	0.8	16	1.8
YJL105W	NA	42	NA
YJL107C	0.1	NA	NA
YJL108C	0.4	18	0.9
YJL109C	1.6	11	5.3
YJL112W	0.7	17	1.5
YJL113W	0.3	17	0.8
YJL114W	0.1	NA	NA
YJL118W	0.3	18	0.8
YJL119C	0.2	18	0.5
YJL120W	0.1	22	0.2
YJL122W	2	8	9
YJL123C	2.7	15	6.6
YJL131C	0.3	14	0.9
YJL132W	0.3	29	0.4
YJL135W	0.2	13	0.6
YJL142C	0.4	21	0.8
YJL144W	NA	NA	NA
YJL145W	1.7	8	7.4
YJL147C	0.2	NA	NA
YJL149W	0.2	25	0.4
YJL150W	0.1	NA	NA
YJL151C	3.4	13	9.7
YJL152W	NA	14	NA
YJL160C	0.1	14	0.4
YJL161W	NA	NA	NA
YJL162C	0.2	12	0.8
YJL163C	0.2	37	0.3
YJL169W	0.2	16	0.4
YJL171C	1.7	29	2.1
YJL175W	NA	19	NA
YJL178C	2.4	11	8.2
YJL181W	0.4	14	1.1
YJL182C	NA	NA	NA
YJL184W	1	13	2.8
YJL185C	0.2	21	0.4
YJL186W	1.2	11	4.5
YJL188C	0.4	15	1.1
YJL192C	2.9	13	8.3
YJL193W	0.7	13	2.1
YJL195C	NA	NA	NA
YJL198W	1.8	10	6.7
YJL199C	0.6	28	0.8
YJL200C	1.5	12	4.3
YJL202C	0.2	NA	NA
YJL204C	0.3	17	0.8
YJL206C	0.2	16	0.5
YJL206CA	2.2	13	6.2
YJL207C	0.6	20	1.1
YJL211C	NA	NA	NA
YJL212C	1.7	11	5.6
YJL213W	0.6	16	1.3
YJL215C	NA	NA	NA
YJL216C	NA	NA	NA
YJL217W	3	11	9.8
YJL218W	0.4	10	1.8
YJL220W	NA	16	NA
YJL222W	0.2	33	0.3
YJL225C	4.2	14	11.4
YJR001W	1.5	11	5.1
YJR003C	0.8	14	2
YJR008W	0.4	NA	NA
YJR011C	0.1	NA	NA
YJR012C	0.3	22	0.5
YJR013W	0.9	NA	NA
YJR014W	1.2	16	3
YJR015W	2.5	12	7.6
YJR018W	NA	NA	NA
YJR020W	NA	73	NA
YJR022W	0.6	14	1.6
YJR023C	NA	NA	NA
YJR024C	3.7	9	14.7
YJR026W	4.8	11	16.7
YJR027W	6.2	12.5	18.3
YJR028W	5.2	10	18.3
YJR029W	6.5	14.5	17.3
YJR030C	0.6	NA	NA
YJR033C	0.4	NA	NA
YJR036C	0.1	31	0.1
YJR037W	NA	13	NA
YJR038C	NA	NA	NA
YJR039W	0.3	NA	NA
YJR041C	0.8	14	2
YJR044C	2.7	22	4.4
YJR046W	0.4	30	0.5
YJR053W	0.1	17	0.3
YJR054W	1.1	13	3.3
YJR056C	0.8	21	1.4
YJR061W	NA	14	NA
YJR070C	4	9	16.8
YJR071W	NA	15	NA
YJR072C	2.1	15	5.3
YJR074W	0.8	12	2.4
YJR078W	0.2	10	0.9
YJR079W	0.3	11	1.2
YJR080C	0.7	13	1.8
YJR082C	0.8	20	1.5
YJR083C	0.3	15	0.8
YJR084W	0.7	15	1.8
YJR085C	8.4	24	13.1
YJR087W	0.2	18	0.4
YJR088C	1.1	13	3
YJR089W	0.2	22	0.5
YJR096W	0.6	23	1
YJR097W	0.4	12	1.4
YJR098C	0.2	NA	NA
YJR100C	1	13	2.9
YJR101W	1.8	11	6.2
YJR102C	0.4	NA	NA
YJR105W	9.5	12	28.5
YJR107W	0.4	16	1
YJR108W	NA	22	NA
YJR110W	0.3	NA	NA
YJR111C	0.9	15	2.1
YJR113C	1.1	22	2
YJR114W	0.2	17	0.6
YJR115W	0.3	28	0.5
YJR116W	0.8	15	1.9
YJR118C	1	11	3.4
YJR119C	0.2	NA	NA
YJR120W	NA	NA	NA
YJR124C	1	10	3.8
YJR125C	1.2	26	1.8
YJR126C	1	21	1.8
YJR128W	NA	NA	NA
YJR129C	0.2	21	0.4
YJR130C	0.6	18	1.2
YJR133W	1.3	13	3.8
YJR134C	0.6	14	1.4
YJR136C	0.7	17	1.4
YJR138W	0.2	24	0.4
YJR141W	0.7	13	2
YJR142W	0.6	16	1.2
YJR146W	0.2	22	0.4
YJR149W	0.6	14	1.4
YJR151C	0.4	17	0.9
YJR154W	0.2	12	0.8
YJR155W	0.2	19	0.4
YJR157W	NA	NA	NA
YJR160C	0.1	18	0.3
YJR162C	0.1	16	0.2
YKL095W	0.2	15	0.6
YKL094W	3.4	17	7.3
YKL002W	2.5	21	4.4
YKL005C	0.4	NA	NA
YKL008C	1.5	10	5.4
YKL014C	0.9	12	2.9
YKL018W	0.6	11	1.9
YKL023W	0.2	NA	NA
YKL026C	0.1	17	0.3
YKL027W	0.6	11	1.9
YKL029C	1.5	9	5.8
YKL030W	NA	NA	NA
YKL031W	NA	NA	NA
YKL033W	0.4	17	0.9
YKL034W	0.6	16	1.2
YKL036C	NA	NA	NA
YKL037W	NA	16	NA
YKL040C	0.8	21	1.3
YKL044W	0.3	23	0.6
YKL046C	3.7	18	7.9
YKL047W	0.4	NA	NA
YKL050C	NA	27	NA
YKL051W	0.6	14	1.5
YKL052C	0.6	14	1.5
YKL053W	NA	14	NA
YKL054C	6.6	14	17.2
YKL055C	0.2	13	0.6
YKL056C	47.4	15	118.7
YKL059C	0.9	20	1.8
YKL061W	0.3	16	0.8
YKL063C	1.5	15	3.6
YKL066W	0.9	19	1.7
YKL069W	0.9	11	3.3
YKL070W	NA	NA	NA
YKL071W	0.1	12	0.3
YKL075C	0.6	14	1.6
YKL076C	1.1	15	2.7
YKL077W	3.4	18	6.9
YKL082C	1.6	13	4.3
YKL083W	0.3	25	0.4
YKL084W	1.2	10	4.5
YKL086W	0.1	40	0.1
YKL088W	1.1	26	1.5
YKL090W	0.2	14	0.6
YKL091C	0.3	NA	NA
YKL097C	NA	NA	NA
YKL097WA	71.6	17	153.9
YKL098W	0.3	17	0.7
YKL099C	2.9	10	11.3
YKL100C	0.8	25	1.1
YKL102C	NA	NA	NA
YKL105C	0.4	19	0.9
YKL107W	NA	NA	NA
YKL108W	0.3	13	1
YKL111C	0.2	11	0.9
YKL115C	0.2	NA	NA
YKL116C	0.3	26	0.6
YKL118W	NA	19	NA
YKL120W	1.7	11	5.7
YKL121W	0.4	17	1.1
YKL123W	0.7	37	0.7
YKL131W	NA	NA	NA
YKL132C	0.3	10	1.3
YKL133C	0.2	24	0.3
YKL134C	0.3	NA	NA
YKL136W	0.2	16	0.5
YKL137W	1	12	3.3
YKL146W	2.2	18	4.5
YKL147C	NA	16	NA
YKL151C	1	48	0.8
YKL153W	0.1	NA	NA
YKL154W	1.9	10	6.7
YKL155C	0.6	12	1.6
YKL158W	0.3	11	1.2
YKL159C	0.2	NA	NA
YKL160W	3.8	16	9
YKL161C	0.2	36	0.3
YKL162C	0.1	NA	NA
YKL169C	0.3	NA	NA
YKL171W	NA	NA	NA
YKL172W	3.7	11	12.5
YKL174C	1.2	16	3
YKL175W	1.8	20	3.3
YKL176C	1.1	21	2
YKL177W	NA	17	NA
YKL179C	1	17	2.2
YKL183W	0.6	17	1.3
YKL187C	0.2	NA	NA
YKL192C	6.2	13	17.2
YKL195W	1.9	16	4.4
YKL201C	0.3	15	0.9
YKL202W	NA	40	NA
YKL204W	0.7	NA	NA
YKL206C	0.8	17	1.6
YKL207W	1.5	16	3.4
YKL214C	0.8	11	2.8
YKL215C	0.6	14	1.7
YKL218C	0.4	12	1.5
YKL221W	NA	NA	NA
YKL222C	0.2	15	0.6
YKL223W	NA	NA	NA
YKL224C	0.4	88	0.2
YKL225W	0.9	10	3.4
YKR003W	0.6	11	2
YKR005C	0.1	21	0.1
YKR007W	0.7	20	1.2
YKR011C	0.3	NA	NA
YKR012C	NA	NA	NA
YKR015C	NA	NA	NA
YKR016W	0.6	17	1.2
YKR017C	0.3	NA	NA
YKR018C	2.2	17	4.9
YKR020W	0.2	NA	NA
YKR021W	0.7	18	1.3
YKR022C	0.3	13	0.9
YKR023W	0.2	36	0.3
YKR025W	2.1	12	6.4
YKR027W	0.6	NA	NA
YKR029C	0.9	NA	NA
YKR030W	1.3	17	2.8
YKR032W	NA	NA	NA
YKR033C	NA	11	NA
YKR035C	0.3	19	0.6
YKR037C	0.4	13	1.3
YKR038C	1.6	19	3
YKR040C	0.2	16	0.6
YKR041W	NA	NA	NA
YKR043C	4.5	17	9.5
YKR044W	0.3	13	1
YKR045C	0.3	NA	NA
YKR046C	0.4	NA	NA
YKR047W	0.4	13	1.4
YKR049C	0.7	19	1.4
YKR051W	0.4	28	0.6
YKR060W	1.6	13	4.4
YKR064W	0.4	22	0.7
YKR065C	1.7	20	3
YKR067W	0.6	24	0.9
YKR070W	1.6	12	4.7
YKR071C	2.4	34	2.6
YKR073C	0.2	16	0.5
YKR074W	5.2	10	19
YKR075C	0.7	35	0.7
YKR077W	0.3	NA	NA
YKR078W	0.1	15	0.4
YKR079C	0.7	12	2.2
YKR081C	3.7	11	12.6
YKR083C	0.4	14	1.3
YKR087C	1	21	1.8
YKR088C	0.9	17	1.9
YKR089C	0.7	NA	NA
YKR090W	0.2	11	1
YKR091W	0.2	80	0.1
YKR096W	0.6	20	1.1
YKR100C	1	32	1.2
YKR103W	0.1	22	0.2
YKR104W	0.2	21	0.4
YKR105C	NA	19	NA
YKR106W	0.3	14	0.8
YKL196C	4.5	15	11.1
YKL199C	0.2	27	0.4
YHL014C	0.2	10	1.1
YLL005C	NA	18	NA
YLL007C	0.2	17	0.5
YLL010C	0.7	15	1.7
YLL012W	1.3	19	2.7
YLL013C	NA	19	NA
YLL014W	4.8	17	10.8
YLL015W	0.7	24	1
YLL016W	0.1	NA	NA
YLL020C	1.7	24	2.7
YLL023C	1.3	18	2.7
YLL025W	2.1	16	5.1
YLL027W	1.3	22	2.2
YLL028W	2.7	25	3.9
YLL029W	1.1	17	2.4
YLL030C	NA	NA	NA
YLL031C	1.6	12	4.8
YLL032C	0.2	NA	NA
YLL033W	0.1	23	0.2
YLL034C	2.1	10	7.4
YLL035W	0.6	16	1.3
YLL037W	NA	28	NA
YLL038C	0.3	13	1
YLL042C	0.8	15	1.8
YLL044W	0.2	NA	NA
YLL047W	NA	17	NA
YLL049W	0.6	29	0.7
YLL052C	0.2	60	0.1
YLL053C	0.8	30	0.9
YLL054C	NA	23	NA
YLL055W	0.6	15	1.4
YLL056C	0.3	36	0.3
YLL057C	NA	29	NA
YLL058W	0.4	17	0.9
YLL059C	NA	NA	NA
YLL060C	0.3	26	0.5
YLL061W	0.4	15	1.2
YLL062C	0.2	12	0.6
YLL063C	0.1	15	0.3
YLL064C	1.3	22	2.3
YLL066C	3.6	16.5	8.5
YLL067C	3.5	15	8.7
YLR001C	0.6	18	1.1
YLR002C	0.9	10	3.6
YLR003C	1.3	10	5
YLR004C	NA	15	NA
YLR007W	0.4	22	0.8
YLR008C	2.4	13	6.5
YLR009W	4.2	10	14.7
YLR010C	0.3	12	1.1
YLR011W	0.2	54	0.2
YLR012C	NA	16	NA
YLR013W	NA	NA	NA
YLR015W	0.4	11	1.7
YLR016C	0.9	19	1.8
YLR018C	1.1	15	2.8
YLR019W	0.9	27	1.3
YLR020C	1.3	15	3.5
YLR021W	0.7	14	1.7
YLR022C	1.7	11	5.3
YLR023C	1.2	22	2.1
YLR024C	0.2	NA	NA
YLR030W	NA	32	NA
YLR031W	NA	16	NA
YLR033W	0.4	16	1.1
YLR034C	3	19	6
YLR035C	NA	NA	NA
YLR036C	1	13	2.7
YLR037C	3	28	4
YLR040C	0.3	21	0.7
YLR041W	NA	43	NA
YLR042C	0.2	11	0.6
YLR046C	0.4	13	1.1
YLR047C	0.1	NA	NA
YLR049C	1.1	13	3.2
YLR050C	1.6	14	4.3
YLR051C	1.3	11	4.2
YLR052W	1.5	15	3.5
YLR053C	NA	NA	NA
YLR054C	0.1	20	0.2
YLR057W	0.6	16	1.3
YLR062C	0.2	NA	NA
YLR063W	0.6	12	1.6
YLR064W	1.7	30	2.1
YLR065C	6.5	12	20.4
YLR068W	1.2	9	4.7
YLR070C	0.2	17	0.4
YLR072W	0.6	13	1.5
YLR073C	0.8	9	3.1
YLR074C	3.7	12	11.1
YLR076C	0.4	14	1.1
YLR077W	0.8	12	2.5
YLR080W	0.1	NA	NA
YLR082C	0.4	13	1.2
YLR084C	0.7	19	1.4
YLR087C	0.3	19	0.7
YLR089C	1.2	15	3.1
YLR091W	0.2	NA	NA
YLR094C	0.6	16	1.4
YLR095C	0.8	18	1.7
YLR097C	0.8	15	1.9
YLR099C	1.1	21	2
YLR100W	3.9	15	9.6
YLR101C	0.2	13	0.6
YLR104W	1.2	16	3
YLR106C	1.2	26	1.7
YLR107W	0.7	22	1.2
YLR108C	0.3	38	0.3
YLR109W	26.4	23	42.8
YLR110C	81.6	16	183.5
YLR111W	NA	NA	NA
YLR112W	0.4	23	0.7
YLR114C	0.8	12	2.2
YLR117C	0.3	19	0.7
YLR118C	1	14	2.7
YLR122C	0.1	NA	NA
YLR123C	0.3	21	0.5
YLR124W	NA	14	NA
YLR125W	NA	NA	NA
YLR126C	0.7	9	2.8
YLR128W	0.3	17	0.7
YLR132C	0.4	14	1.1
YLR135W	0.3	20	0.6
YLR137W	0.4	NA	NA
YLR140W	NA	NA	NA
YLR143W	0.7	11	2.4
YLR145W	0.3	NA	NA
YLR146C	1.5	24	2.1
YLR149C	0.1	NA	NA
YLR151C	0.4	30	0.5
YLR152C	0.3	13	0.9
YLR154C	1.9	9	7.4
YLR156W	0.1	29	0.2
YLR159W	0.2	16	0.6
YLR161W	0.2	18	0.5
YLR162W	NA	NA	NA
YLR164W	NA	21	NA
YLR165C	0.3	19	0.7
YLR168C	0.9	40	0.9
YLR169W	NA	15	NA
YLR171W	0.3	19	0.6
YLR173W	0.2	23	0.3
YLR177W	0.9	24	1.5
YLR179C	5.1	25	7.4
YLR181C	0.8	21	1.4
YLR183C	0.6	14	1.6
YLR184W	NA	10	NA
YLR186W	3.1	15	7.9
YLR187W	0.3	NA	NA
YLR189C	0.7	32	0.8
YLR190W	0.6	26	0.8
YLR192C	4.9	16	11.3
YLR193C	0.4	18	1
YLR194C	1.9	90	0.8
YLR198C	1.2	12	3.8
YLR199C	1	23	1.6
YLR201C	0.8	20	1.5
YLR202C	0.7	16	1.5
YLR205C	0.6	17	1.2
YLR206W	0.9	28	1.2
YLR209C	1	30	1.2
YLR211C	0.7	12	1.9
YLR213C	0.1	18	0.2
YLR215C	0.6	17	1.2
YLR217W	0.1	37	0.1
YLR218C	0.7	10	2.7
YLR219W	0.6	21	0.9
YLR221C	1.7	11	5.7
YLR222C	2.1	12	6.5
YLR224W	1.2	32	1.5
YLR225C	1.3	43	1.1
YLR227C	0.3	17	0.8
YLR230W	0.1	15	0.4
YLR231C	0.7	9	2.5
YLR232W	NA	14	NA
YLR235C	NA	NA	NA
YLR236C	NA	NA	NA
YLR238W	0.3	43	0.3
YLR239C	0.6	13	1.7
YLR241W	1.1	14	2.9
YLR243W	1.7	11	5.7
YLR245C	0.4	18	0.9
YLR246W	0.3	19	0.7
YLR247C	0.3	NA	NA
YLR251W	0.8	35	0.8
YLR252W	0.6	43	0.5
YLR253W	0.4	NA	NA
YLR254C	0.3	NA	NA
YLR255C	NA	NA	NA
YLR257W	2.5	22	4.2
YLR261C	2.2	27.5	3
YLR265C	0.6	14	1.5
YLR266C	0.2	NA	NA
YLR267W	NA	NA	NA
YLR269C	0.1	20	0.2
YLR270W	0.8	79	0.4
YLR271W	0.2	17	0.6
YLR272C	0.4	NA	NA
YLR278C	0.4	11	1.4
YLR279W	NA	18	NA
YLR280C	NA	NA	NA
YLR281C	NA	NA	NA
YLR282C	NA	NA	NA
YLR283W	0.2	17	0.6
YLR285W	3.7	10	14.2
YLR287C	0.7	12	2.3
YLR290C	0.9	12	2.8
YLR294C	5.2	17	11.5
YLR296W	NA	43	NA
YLR297W	2	12	6.2
YLR301W	4.8	20	8.9
YLR302C	NA	NA	NA
YLR311C	NA	50	NA
YLR312C	NA	NA	NA
YLR315W	NA	NA	NA
YLR316C	0.7	12	2.2
YLR317W	0.3	20	0.7
YLR320W	0.2	21	0.4
YLR322W	NA	14	NA
YLR323C	0.6	19	1.1
YLR324W	0.3	20	0.7
YLR326W	0.8	21	1.4
YLR327C	0.8	NA	NA
YLR328W	0.8	11	2.5
YLR331C	NA	NA	NA
YLR334C	0.1	25	0.1
YLR338W	NA	30	NA
YLR339C	0.3	29	0.4
YLR341W	NA	37	NA
YLR343W	NA	NA	NA
YLR345W	0.2	NA	NA
YLR346C	0.9	42	0.8
YLR349W	0.2	13	0.8
YLR350W	2.7	22	4.7
YLR352W	0.2	NA	NA
YLR356W	0.7	29	0.8
YLR358C	0.1	NA	NA
YLR361C	0.4	13	1.1
YLR364W	0.7	11	2.3
YLR365W	0.1	17	0.2
YLR366W	NA	NA	NA
YLR368W	0.3	18	0.7
YLR369W	0.2	NA	NA
YLR373C	0.4	16	0.9
YLR374C	NA	NA	NA
YLR376C	0.4	26	0.6
YLR379W	NA	NA	NA
YLR380W	1	11	3.6
YLR381W	0.2	NA	NA
YLR385C	NA	NA	NA
YLR386W	0.3	13	0.9
YLR387C	1.2	22	2.1
YLR391W	8.5	NA	NA
YLR392C	0.2	NA	NA
YLR394W	0.2	16	0.6
YLR400W	NA	NA	NA
YLR401C	1	12	3.2
YLR402W	NA	17	NA
YLR404W	0.2	NA	NA
YLR405W	1.1	14	2.9
YLR407W	1.6	13	4.7
YLR408C	0.4	23	0.7
YLR409C	0.9	9	3.4
YLR410W	0.6	24	0.8
YLR412W	0.8	19	1.6
YLR413W	4.8	8	21.4
YLR414C	1.1	65	0.7
YLR415C	NA	22	NA
YLR416C	NA	11	NA
YLR419W	0.4	11	1.4
YLR421C	7.4	20	13.3
YLR422W	0.4	28	0.6
YLR423C	0.2	14	0.5
YLR424W	0.2	12	0.5
YLR425W	0.3	29	0.4
YLR426W	1	11	3.3
YLR427W	0.7	13	1.8
YLR428C	NA	16	NA
YLR431C	0.2	31	0.2
YLR432W	3.8	9	15.6
YLR434C	0.3	25	0.5
YLR435W	1.9	10	6.7
YLR437C	1.5	18	2.9
YLR440C	0.3	24	0.6
YLR444C	0.2	21	0.4
YLR445W	NA	NA	NA
YLR446W	NA	NA	NA
YLR454W	0.9	54	0.6
YLR455W	0.3	NA	NA
YLR456W	0.3	12	1.1
YLR458W	NA	NA	NA
YLR460C	0.8	14	2.1
YLR462W	0.3	15	0.9
YLR463C	NA	NA	NA
YLR464W	0.3	14	0.8
YLR465C	0.1	NA	NA
YLR466W	5.6	14	15
YLR467W	5.6	14	15.1
YPR058W	1.8	11	6.4
YBR104W	1	11	3.5
YML038C	1	23	1.6
YPR024W	0.9	17	1.9
YNL074C	0.4	43	0.4
YML002W	0.2	NA	NA
YML003W	NA	NA	NA
YML005W	0.6	15	1.4
YML006C	1.1	12	3.5
YML010WA	2	14	5.1
YML010WB	1.3	14.5	3.8
YML011C	0.8	13	2.4
YML013CA	NA	NA	NA
YML013W	0.6	24	1
YML014W	1.1	10	4.4
YML018C	1.7	12	5
YML020W	0.3	14	0.9
YML023C	0.6	12	1.6
YML025C	0.7	24	1
YML029W	0.6	14	1.4
YML030W	1.9	18	4
YML032CA	NA	16	NA
YML033W	0.7	27	1
YML034W	0.3	39	0.3
YML035CA	NA	22	NA
YML036W	0.7	10	2.5
YML037C	0.1	10	0.5
YML039W	7.4	13	20.1
YML040W	4.6	11	15.6
YML041C	0.3	22	0.5
YML045W	9	13.5	23.6
YML047C	NA	NA	NA
YML048WA	NA	24	NA
YML050W	0.1	NA	NA
YML053C	1.8	13	5.2
YML056C	7.7	11	25.7
YML058CA	NA	22	NA
YML058W	9.8	18	19.7
YML059C	0.7	41	0.6
YML066C	NA	49	NA
YML067C	2.7	12	8.7
YML068W	0.3	19	0.6
YML071C	0.6	14	1.4
YML072C	2.5	17	5.4
YML076C	0.4	13	1.2
YML077W	1.8	14	4.7
YML079W	1	16	2.4
YML080W	1.9	11	6.4
YML081W	1.2	17	2.7
YML082W	0.6	12	1.6
YML083C	NA	15	NA
YML084W	0.1	19	0.1
YML087C	NA	NA	NA
YML088W	0.4	11	1.6
YML089C	NA	25	NA
YML090W	NA	17	NA
YML093W	1.6	10	6.2
YML095C	NA	16	NA
YML096W	0.6	10	2.4
YML100WA	NA	NA	NA
YML101C	1.2	17	2.7
YML102CA	NA	NA	NA
YML107C	0.6	15	1.4
YML108W	1	12	3.1
YML111W	0.4	19	1
YML114C	0.7	18	1.3
YML117W	0.8	26	1
YML117WA	1.7	34	1.8
YML118W	0.1	27	0.1
YML119W	1.3	22	2.2
YML122C	NA	NA	NA
YML125C	3.8	13	10.8
YML127W	2.4	14	6.6
YML128C	0.4	NA	NA
YML131W	0.9	50	0.6
YML133C	2.9	14.5	7.4
YMR002W	7.5	16	17.5
YMR003W	1	11	3.6
YMR006C	1.1	11	3.7
YMR007W	0.1	23	0.2
YMR009W	0.9	19	1.7
YMR010W	1.2	19	2.5
YMR014W	0.7	14	1.8
YMR018W	0.1	57	0.1
YMR025W	0.1	16	0.2
YMR029C	0.4	NA	NA
YMR030W	0.3	19	0.6
YMR031C	0.8	24	1.2
YMR031WA	NA	NA	NA
YMR034C	0.2	13	0.6
YMR040W	0.3	NA	NA
YMR041C	0.2	40	0.2
YMR044W	0.9	13	2.6
YMR045C	5.1	16	11.2
YMR046C	1.2	17	2.7
YMR048W	0.2	9	1.1
YMR049C	3	11	10.7
YMR050C	7.5	15	17.8
YMR051C	5.2	10	19.1
YMR052CA	NA	NA	NA
YMR057C	NA	NA	NA
YMR066W	0.3	16	0.8
YMR067C	0.6	14	1.6
YMR068W	NA	NA	NA
YMR069W	NA	15	NA
YMR071C	4	17	8.5
YMR073C	0.8	23	1.3
YMR074C	2.7	19	5.1
YMR075CA	NA	NA	NA
YMR075W	0.2	15	0.5
YMR076C	0.7	10	2.4
YMR077C	0.8	20	1.5
YMR082C	NA	NA	NA
YMR084W	0.1	20	0.3
YMR085W	0.2	26	0.3
YMR086CA	NA	NA	NA
YMR086W	0.3	NA	NA
YMR087W	0.4	20	0.8
YMR088C	0.6	10	2
YMR090W	1.1	28	1.4
YMR093W	1.1	16	2.7
YMR097C	0.3	22	0.6
YMR098C	0.4	14	1.1
YMR099C	1.7	18	3.4
YMR101C	NA	NA	NA
YMR102C	1	12	3.4
YMR103C	0.4	NA	NA
YMR107W	NA	NA	NA
YMR110C	0.8	27	1
YMR111C	0.3	NA	NA
YMR112C	1.3	13	3.8
YMR113W	0.9	NA	NA
YMR114C	0.2	46	0.2
YMR115W	0.4	23	0.8
YMR117C	0.2	17	0.6
YMR118C	NA	33	NA
YMR119W	0.4	13	1.2
YMR119WA	0.7	13	1.9
YMR122C	NA	12	NA
YMR124W	0.6	25	0.8
YMR126C	0.6	NA	NA
YMR130W	0.7	11	2.5
YMR131C	4.9	10	18.5
YMR132C	0.2	14	0.6
YMR134W	0.7	15	1.6
YMR135C	1	20	1.8
YMR135WA	NA	NA	NA
YMR136W	0.6	26	0.8
YMR140W	0.4	28	0.7
YMR141C	0.2	NA	NA
YMR144W	0.2	NA	NA
YMR145C	6.3	18	12.8
YMR147W	NA	NA	NA
YMR148W	1.1	12	3.3
YMR153CA	0.2	16	0.4
YMR153W	1	15	2.5
YMR155W	0.2	23	0.3
YMR156C	0.2	16	0.6
YMR157C	0.8	12	2.7
YMR158W	1.2	11	4
YMR158WA	NA	NA	NA
YMR160W	0.2	15	0.6
YMR162C	0.3	NA	NA
YMR163C	0.3	24	0.5
YMR166C	0.4	12	1.4
YMR171C	0.6	13	1.6
YMR172CA	NA	40	NA
YMR172W	0.2	NA	NA
YMR173WA	8.1	18	16.5
YMR178W	0.6	29	0.7
YMR180C	0.2	NA	NA
YMR181C	0.4	56	0.3
YMR184W	1.3	26	2
YMR185W	0.3	18	0.7
YMR187C	0.4	14	1.1
YMR188C	1.5	24	2.2
YMR191W	0.6	108	0.2
YMR192W	0.3	NA	NA
YMR193CA	NA	27	NA
YMR195W	1.2	14	3.2
YMR196W	0.2	40	0.2
YMR200W	1.9	21	3.4
YMR204C	0.2	23	0.3
YMR206W	NA	NA	NA
YMR207C	0.4	33	0.5
YMR209C	0.8	23	1.3
YMR210W	0.2	25	0.4
YMR211W	0.8	25	1.1
YMR212C	1	17	2.3
YMR215W	3.6	19	6.9
YMR218C	0.6	14	1.4
YMR219W	0.3	24	0.6
YMR221C	0.8	13	2.3
YMR222C	0.7	23	1.2
YMR223W	0.2	NA	NA
YMR226C	5.4	17	11.8
YMR233W	0.8	11	2.5
YMR237W	0.8	25	1.2
YMR244CA	0.7	14	1.9
YMR244W	NA	17	NA
YMR245W	0.1	20	0.3
YMR247C	1	11	3.5
YMR250W	0.4	NA	NA
YMR251W	NA	NA	NA
YMR252C	0.8	33	0.9
YMR253C	0.4	31	0.5
YMR254C	NA	17	NA
YMR255W	0.6	22	0.9
YMR258C	0.6	27	0.8
YMR259C	0.9	11	3
YMR262W	0.3	21	0.6
YMR263W	0.9	11	2.9
YMR265C	0.3	18	0.7
YMR266W	1	14	2.6
YMR269W	1.9	11	6.4
YMR278W	0.6	18	1.1
YMR279C	NA	NA	NA
YMR281W	0.4	19	0.9
YMR285C	0.9	19	1.7
YMR288W	0.4	14	1.3
YMR289W	1	12	3.2
YMR290WA	0.1	17	0.3
YMR291W	0.3	16	0.8
YMR292W	5.3	9	22.2
YMR293C	0.6	14	1.6
YMR294WA	NA	NA	NA
YMR295C	10.8	22	18.5
YMR298W	1.9	32	2.3
YMR299C	0.6	19	1
YMR304CA	1	12	3.3
YMR304W	0.3	24	0.5
YMR305C	5.2	10	19.8
YMR306CA	NA	NA	NA
YMR309C	2.6	13	7.3
YFR049W	1.2	17	2.6
YMR310C	1.2	10	4.8
YMR312W	0.9	12	3
YMR313C	0.4	14	1.1
YMR315W	2.7	21	4.7
YMR316CA	0.3	21	0.5
YMR316CB	0.2	26	0.3
YMR316W	0.4	28	0.5
