orf	expr.no.pheromone	expr.with.pheromone
YLR272C	25.73	13.98
YFR049W	3.7	3.79
YBR167c	0.91	0.93
YBR003w	24.41	21.03
YIR029W	1.05	1.12
YBL023c	52.31	45.86
YKL119C	3.65	4.59
YKL108W	7.49	6.24
YJL020C	93.08	110.29
YBR079c	1024.43	825.26
YDL034w	8.26	9.69
YOR010C	8.43	2.73
YOL003C	15.52	12.26
YOR023C	11.57	16.8
YOR165W	104.34	83.04
YLR278C	16.38	11.69
YGR078C	6.4	8.52
YFL048C	2.5	3.91
YBR143c	394.48	227.65
YIR042C	5.39	4.77
YBL024w	122.75	60.53
YLL052c	1.11	1.94
YLR019w	47.95	47.21
YJR098C	5.72	4.56
YNL208W	38.53	88.6
YDL011c	0.85	0.97
YOR089C	19.93	21.64
YOR085W	173.13	145.51
YOL061W	273.22	242.64
YOR249C	5.87	5.84
YMR109W	153.52	135.85
YGL258W	5.01	5.82
YBR206w	47.84	47.55
YBR247C	74.76	75.75
YJL185C	4.64	2.97
YBR055c	28.17	17.58
YKR085C	0.95	3.35
YLL063c	3.4	4.21
YKL222C	12.33	6.8
YCL073c	7.25	4.2
YDR102C	0.57	0.57
YOR152C	8.41	3.3
YOR136W	221.6	154.93
YOR260W	137.27	150.75
YOR270C	391.78	111.18
YML081W	36.71	16.19
YGR126W	8.18	6.76
YFL026W	530.13	1287.98
YBR236c	21.12	23.41
YJL175W	20.93	24.35
YBR123c	11.4	6.57
YLR021w	1.1	2.07
YLR107w	9.34	8.56
YKL155C	6.2	7.44
YNL178W	1222.91	1265.68
YDR115W	1.7	3.23
YOR258W	0.96	0.74
YOR313C	4.45	2.85
YOR310C	621.58	614.64
YOR381W	6.48	4.68
YNR067C	140.8	123.17
YGL222C	0.49	0.72
YBR254c	6.58	6.98
YCL017c	137.01	115.93
YJL126W	2.84	3.37
YBR179c	26.77	11.98
YLR036c	5.82	4.18
YLR058c	135.27	51.59
YKL112W	49.37	34.01
YIL128W	54.58	21.24
YDR286C	0.47	0.87
YOR293W	296.77	315.37
YOR390W	50.33	32.73
YPL214C	19.74	16.02
YPL221W	113.51	33.24
YMR259C	6.83	4.94
YGR153W	2.32	0.87
YFR024C	60.07	41.16
YCL044c	59.8	47.5
YJL136C	196.52	234.18
YBR260c	2.57	3.8
YLR109w	124.85	83.21
YLR191W	4.54	5.26
YKL025C	43.09	35.87
YNL151C	8.23	12.14
YDR278C	0.64	0.58
YPL257W	3.62	3.26
YPL215W	23.25	21.25
YOR377W	36.65	20.16
YPL106C	1938.74	1497.77
YPL226W	147.73	68.04
YGL199C	5.66	5.53
YBR292c	1.92	2.36
YEL070w	0.54	1.11
YJL031C	3.3	4.01
YBR294w	5.91	4.37
YLR119w	1.3	1.45
YLR163C	20.01	23.7
YKR018C	66.77	43.01
YIL002C	19.8	14.87
YDR509W	76.56	43.24
YPL246C	103.63	73.8
YPL154C	351.63	213.43
YPL030W	38.16	31.29
YPL141C	30.91	50.9
YOL138C	4.55	6.13
YGR190C	36.2	19.98
YDR238C	44.07	16.16
YEL002c	297.82	199.29
YJL066C	2.75	4.14
YCR091w	0.48	1.85
YLR193C	1.33	2.79
YLR287C	13.51	8.56
YLL043w	90.37	66.22
YNL093W	0.38	0.71
YDR431W	10.42	6.39
YPR071W	15.71	9.43
YPR075C	23.4	16.43
YPL181W	7.15	9.11
YPR090W	41.44	28.21
YPR030W	1.26	1.44
YGL177W	9.25	5.81
YER019w	43.36	66.1
YJR011C	0.88	1.29
YER024w	6.32	5.17
YLR229C	59.87	45.33
YLR288C	1.54	3.37
YLL051c	49.21	28.68
YER098w	3.2	4.57
YMR103C	1.05	4.09
YER066C-A	0.38	1.48
YPR065W	13.78	29.68
YPR121W	6.64	10.92
YPL008W	3.44	6.96
YPL137C	15.45	14.97
YGR267C	25.55	28.9
YAR033W	28.49	22.73
YIL176C	24.87	12.28
YAL047C	0.81	2.24
YKL223W	1.16	1.85
YKL164C	857.21	343.53
YJL219W	9.3	20.78
YNL324W	1.14	3.55
YNL294C	38.3	34.33
YEL059C-A	0.4	1.4
YOL094C	4.48	5.85
YOR025W	22.42	28.21
YNL095C	32.77	27.24
YML100W	4.21	4.08
YML117W-a	11.08	21.65
YGR259C	137.41	79.88
YAL022C	67.28	48.82
YIL166C	2.56	2.58
YIL107C	3.25	4.41
YKL180W	0.87	3.21
YJL110C	10.58	10.28
YJL198W	92.4	53.46
YNL331C	42.91	10.61
YDL092W	1.22	5.53
YOL009C	1.47	2.83
YOL097C	151.72	248.45
YNR039C	31.54	32.65
YNL325C	10.02	7.71
YKL014C	3.8	9.9
YHR038W	1.15	1.08
YBR111c	7.75	8.45
YIL141W	18.01	2.74
YBR044c	5.32	6.33
YKL111C	7.02	4.95
YKR013W	73.56	211.2
YJL105W	4.46	3.39
YNL276C	3.11	4.76
YNL241C	549.4	332.08
YDL120w	5.98	8.54
YOR069W	10.64	9.71
YOR155C	25.58	24.47
YNR038W	32.97	23.47
YMR308C	57.17	21.91
YML048W-A	0.38	17.91
YGR291C	0.76	1.27
YCR085w	0.48	1.16
YBR020w	5.68	4.72
YIR012W	77.27	102.32
YIL072W	1.59	1.63
YKR030W	9.95	4.96
YKL140W	42.37	25.97
YJL089W	2.06	3.08
YNL301C	1617.89	1470.81
YDR156W	5.81	8.01
YOR115C	14.07	12.23
YOR047C	18.24	14.72
YOL115W	29.15	30.36
YNL118C	40.56	42.79
YLR247C	160.54	31.23
YHR128w	192.58	246.6
YDL049C	14.54	13.91
YIR044C	17.91	5.58
YBR196c	1284.42	552.64
YLL030c	0.49	1.54
YKR075C	4.32	3.68
YJR016C	1258.33	906.65
YNL211C	0.99	1.3
YNL206C	9.25	7.9
YDR073W	8.04	10.16
YOR143C	7.01	6.54
YOR272W	63.5	77.2
YOR054C	19.8	20.32
YNL014W	67.42	4.13
YHL037C	1.24	0.73
YCR096c	0.74	1.29
YBR222c	63.75	44.47
YJL164C	15.16	11.91
YIL038C	8.02	4.81
YKR100c	1.29	2.58
YKR058W	1.76	1.54
YJL029C	31.8	16.7
YNL230C	5.57	6.23
YDR344C	0.88	0.63
YOR223W	13.27	9.77
YOR201C	15.25	14.26
YOR073W	6.16	5.86
YOL155C	34.86	26.77
YMR162C	75.28	65.31
YHR148W	5.2	5.96
YER031c	27.49	31.33
YJL190C	570.35	632.89
YCL051w	6.92	5.98
YLR038c	2.12	1.64
YLR007w	5.19	4.83
YKL198C	55.03	27.22
YNL157W	6.89	8.75
YNL152W	8.09	7.99
YDR201W	0.71	0.74
YOR287C	2.4	3.21
YPL259C	27.72	29.84
YOR254C	141.82	66.56
YOL045W	5.5	5.18
YMR142C	655.79	610.73
YHR057c	7.06	5.14
YCL027w	6.11	222.55
YJL134W	51.18	28.45
YGR238C	0.44	1.51
YLR003c	5.56	5.44
YLR020c	36.54	14.44
YKL165C	64.68	13.09
YNL177C	8	9.33
YDR475C	4.91	4.65
YOR344C	101.95	136.11
YOR259C	37.49	46.5
YOR308C	3.11	4.81
YOR141C	26.66	17.18
YNL139C	79.31	27.69
YHR180W	0.97	0.74
YER128w	1.08	0.65
YJL152W	5.72	6.16
YEL069c	5.63	4.35
YLR124w	0.41	1.29
YLR151c	0.66	0.93
YKR002W	34.83	31.78
YNL140C	33.2	37.9
YNL119W	30.95	28.46
YDR404C	23.47	29.66
YPL206C	39.06	29.97
YPL146C	13.04	13.76
YPL263C	42.2	46.06
YOR363C	5.75	5.15
YMR225C	0.6	1.88
YHR095W	0.8	0.64
YEL049w	22.35	11.44
YIL085C	66.04	38.88
YJL081C	26.1	27.59
YGR276C	7.93	6.28
YLR064w	35.07	26.52
YLR175W	671.29	599.24
YKR050W	35.51	18.01
YNL096C	484.99	421.77
YLR297W	3.66	2.25
YPL156C	6.28	98.93
YPL281C	6.62	2.24
YPL189W	1.54	2.07
YPL248C	4.92	5.55
YOR290C	389.59	308.6
YDL050c	10.46	21.12
YDR241W	2.44	1.82
YJL104W	2.49	5.66
YER082c	925.12	377.07
YLR184W	0.39	1.19
YLR257W	32.66	24.95
YKR105c	1.85	3.03
YNL111C	24.26	19.57
YNL066W	510.3	291.03
YDR540C	0.75	2.1
YPR061C	0.67	0.53
YPR084W	13.84	8.55
YPR007C	0.38	0.6
YPR032W	3.93	4.08
YMR306C-a	0.42	2.31
YHR126C	0.54	0.81
YER014w	4.73	5.1
YJL044C	35.45	37.98
YHL038c	0.39	2.21
YLR136c	6.9	7.91
YLR343W	7.99	3.81
YLL013c	6.52	5.9
YNL042W	1.47	37.61
YOR012W	0.39	1.16
YPR109W	8.21	10.21
YPR120C	6.52	3.16
YPR018W	1.53	3.84
YPR112C	16.58	28.96
YPL082C	7.56	8.73
YGR029W	1.06	2.76
YAL049C	22.24	19.57
YAL042W	84.87	76.07
YIL164C	1.22	3.23
YAL048C	7.43	5.61
YKL160W	41.55	19.76
YKL162C	0.83	1.13
YJL149W	7.93	9.07
YNL333W	2.19	2.19
YDR455C	16.69	9.11
YKL001C	1.62	4.05
YOL151W	31.59	15.33
YDR522C	0.44	1.07
YOL017W	4.8	1.23
YKR096W	31.19	23.97
YFR017C	405.03	168.64
YAL025C	10.63	16.53
YAL058W	9.99	9.34
YIL145C	39.59	40.25
YAL041W	33.95	30.8
YKL186C	1.68	5.54
YKL178C	0.38	0.77
YJL099W	14.82	13.82
YBL063w	32.78	12.22
YOL166C	0.65	1.72
YOL110W	8.47	8.37
YOL054W	3.91	5.43
YOL122C	35.45	14.07
YOR017W	12.95	8.34
YJR092W	12.14	11.35
YGR051C	2	2.02
YBL040c	32.79	21.45
YBR004c	58.44	27.07
YIR022W	8.18	10.09
YBL075c	12.85	4.8
YKR040C	4.47	4.33
YKR066C	51.99	39.02
YJL045W	5.2	0.86
YNL252C	6.72	12.31
YHR055c	12.45	10.27
YOL111C	4.82	7.77
YOL007C	25.94	3.22
YOL137W	37.66	24.64
YOR076C	10.87	10.86
YLR383W	7.83	5.17
YFR054C	22.7	6.93
YBL030c	1367.29	835.1
YBR056w	12.88	15.1
YIR036C	7.57	9.46
YBL014c	19.68	13.55
YKL117W	33.13	31.67
YKR003W	29.06	36.55
YJR005W	43.47	37.66
YBR084w	432.3	315.61
YOL026C	0.7	2.39
YOR039W	71.47	68.87
YOR008C	84.85	72.41
YOR067C	83.51	70.79
YOR168W	320.35	275.78
YLR371W	5.66	5.52
YGR081C	2.95	5.13
YBR165w	3.72	2.96
YBR162c	1639.34	1085.84
YIR043C	109.62	47.4
YBL009w	9.32	5.28
YLL049w	11.2	5.14
YLR048w	2193.93	1260.95
YJR110W	11.34	10.26
YNL204C	8.46	7.4
YOR020C	11.74	16.16
YOR122C	91.25	153.14
YOR100C	0.65	0.68
YOL049W	48.5	61.18
YOR267C	77.98	70.47
YMR317W	8.97	6.15
YGL247W	2.99	3.55
YBR085w	17.05	6.54
YBR283c	640.61	354.34
YJL180C	8.18	7.3
YBR058c	15.53	8.71
YLL050c	36.47	11.54
YLL010c	7.94	5.31
YKL220C	6.72	2.93
YCL014w	42.87	17.11
YOR082C	5.29	4.77
YOR157C	46.34	49.7
YOR173W	1.68	0.93
YOR372C	61.8	32.09
YOR322C	31.75	15.85
YML049C	10.43	6.11
YGR129W	18.21	17.03
YCL005w	14.2	10.34
YBR240c	0.99	1.09
YJL170C	0.96	305.71
YBR131w	5.23	4.49
YLR042c	1.01	4.78
YLR137w	3.83	3.95
YKL148C	101.02	72.6
YNL174W	12.66	20.61
YOR159C	3.88	4.76
YOR294W	10.51	12.3
YOR315W	126.02	159.09
YOR320C	44.4	33.09
YOR384W	15.57	10.64
YOL087C	12.65	9.66
YGL220W	6.73	9.52
YBR228w	5.18	4.24
YCR005c	112.5	89.75
YJL117W	97.85	73.6
YBR198c	41.59	24.65
YLR040c	8.06	8.96
YLR080w	0.43	0.66
YKL104C	399.21	632.75
YIL125W	196	110.58
YOR314W	0.78	1.32
YOR295W	0.71	1.48
YPL279C	52.51	31.52
YPL212C	74.4	73.88
YPL207W	56.14	23.15
YMR280C	0.4	1.32
YGR160W	720.97	449.41
YEL051w	32.53	35.03
YCL029c	14.98	8.57
YJL124C	9.98	18.2
YBR280c	4.51	4.04
YLR110c	1265.68	498.14
YLR215C	7.3	6.95
YKL017C	5.33	4.51
YNL148C	2.48	3.9
YOR282W	0.77	2.85
YPL239W	10.15	13.52
YPL209C	0.96	0.53
YOR378W	7.03	6.29
YPL074W	9.71	7.52
YPL217C	45.94	28.3
YGL196W	22.45	13.66
YEL064c	13.73	5.08
YJL023c	0.82	1.34
YCL045c	146.57	91.02
YLR145w	0.43	1.11
YLR195C	28.27	29.08
YKR024C	61.05	44.97
YEL061c	53.83	19.51
YPL182C	1.28	3.76
YPL218W	17.11	7.11
YPL057C	72.04	32.96
YPR006C	2.65	3.65
YPL105C	63.92	64.14
YOR011W	0.43	2.31
YGR203W	6.04	5.27
YER026c	146.64	110.34
YER020w	12.64	9.55
YJL065C	3.11	5.09
YEL065w	123.3	22.3
YLR202C	2.47	1.5
YLR291C	52.83	40.62
YLL035w	34.97	20.01
YNL090W	6.3	7.2
YPR087W	10.59	22.9
YPR107C	4.87	4.34
YPR086W	43.34	40.61
YPR002W	4.12	4.07
YPR141C	7.56	16.23
YPR049C	4.57	4.56
YGL168W	30.64	9.22
YCR015c	9.78	6.37
YER038c	14.78	7.77
YJR013W	19.25	10.6
YER041w	3.73	3.82
YLR251W	1.06	2.53
YLR300W	784.59	606.81
YLL029w	70.72	71.37
YER110c	412.2	371.98
YEL017C-A	40.84	17.84
YPR028W	245.69	249.55
YPR078C	0.85	2.47
YPR137W	1.38	4.58
YPR029C	14.93	17.04
YMR117C	4.14	5.74
YHL044W	0.42	1.16
YAL062W	61.83	12.05
YAL040C	88.37	92.96
YKL192C	7.09	6.96
YKL163W	471.14	25.4
YJL216C	4.53	3.22
YNL319W	0.39	0.87
YAL069W	7.45	4.55
YKL199C	31.65	12.9
YOL092W	236.16	206.3
YOR043W	95.49	79.03
YNL047C	18.71	22.1
YML075C	83.82	42.59
YML102C-a	2.6	4.34
YGR269W	3.42	4.04
YDR242W	12.08	8.52
YAR002W	74.63	61.1
YIL162W	33.83	21.89
YIL105C	25.98	13.76
YKL154W	1.41	4.36
YJL058C	4.92	5.59
YJL187C	36.45	8.9
YNL326C	129.8	69.38
YOR013W	1.63	3.89
YOL001W	12.58	16.72
YOL083W	0.9	2.18
YNR055C	86.09	88.77
YNL321W	51.12	35.36
YKL010C	88.75	43.74
YHR041c	30.71	15.44
YBL013w	3.77	4.41
YIR005W	0.81	1.28
YBR060c	10.52	9.69
YKR012C	10.3	7
YKR022C	1.5	3.56
YJL100W	13.44	9.9
YNL269W	0.5	0.84
YNL240C	151.1	83.66
YOL071W	0.62	2.19
YOR074C	7.73	2.08
YOR166C	13.03	8.1
YNR053C	312.26	223.94
YNL329C	8.67	6.57
YGR294W	20.22	12.21
YBL050w	17.11	13.1
YBR028c	44.7	32.56
YIR027C	0.65	0.73
YIL068C	10.1	7.57
YKR034W	2.84	1.58
YKL139W	5.01	5.95
YJL087C	22.37	19.32
YNL290W	10.34	7.43
YOR183W	0.39	0.76
YOR125C	186.02	224.92
YOR051C	61.62	120.67
YOL091W	2.05	0.74
YNL112W	104.03	52.48
YLR256W	110.17	107.62
YHR136C	6.84	6.59
YBR161w	12.19	4.79
YJL223C	26.85	13.02
YBR215w	1.64	2.83
YLL025w	6.14	4.23
YKR080W	5.37	4.3
YJR046W	52.43	37.02
YNL205C	3.57	2.89
YNL199C	8.91	8.78
YOR179C	0.67	2
YOR158W	6.4	7.19
YOR298W	14.3	4.59
YOR066W	14.94	18.34
YOL145C	12.81	11.19
YMR031W-a	3.04	4.25
YHL018W	2.24	4.3
YBR050c	1.44	0.97
YBR223c	22.84	33.27
YJL162C	6.27	7.93
YIL037C	1.28	39.1
YLL060c	1183.14	361.51
YKR063C	12.01	7.49
YJR036C	2.1	1.81
YNL229C	46.09	43.55
YOR268C	0.45	0.93
YOR234C	247.98	237.01
YOR209C	73.55	67.43
YOR092W	36.11	16.5
YOL090W	20.94	7.19
YMR219W	1858.47	957.08
YHR152w	2.01	5.98
YEL056w	26.03	12.52
YJL188C	19.66	28.21
YCL036w	12.07	11
YLR041w	1.41	2.12
YLR017w	30.89	26.2
YKL185W	65.49	78.01
YNL153C	5.89	7.94
YNL142W	77.31	8.84
YOR394W	11.45	1.88
YOR288C	10.97	10.02
YPL245W	26.1	16.59
YOR273C	5.57	2.99
YOL034W	3.86	3.6
YMR143W	496.59	375.43
YHR059W	1.27	0.73
YBR105c	11	4.84
YCR038c	7.21	4.47
YJL125C	18.28	16.98
YGR241C	5.19	5.43
YLR022c	3.45	2.25
YLR023c	67.14	27.13
YKL157W	84.22	40.51
YNL173C	12	6.4
YOR392W	0.39	0.51
YOR362C	42.84	46.82
YOR264W	6.24	5.73
YOR324C	42.24	29.64
YOR160W	15.13	11.68
YNL102W	84.42	48.26
YHR181W	43.06	26.11
YGL263W	1.68	0.68
YJL151C	8.58	9.9
YEL063c	44.61	11.5
YLR140w	0.73	2.88
YLR172C	35.43	44.31
YKR015C	3.04	1.94
YNL135C	124.49	166.41
YNL116W	18.49	14.73
YPL073C	0.6	1.05
YPL186C	0.41	0.52
YPR001W	3.4	2.48
YPL253C	7.76	6.79
YPL216W	0.6	2.24
YMR230W	85.58	51.77
YHR100C	5.43	2.38
YBR189w	688.26	610.44
YIL045W	4.11	1.43
YJL060W	49.42	33.84
YGR278W	5.24	5.21
YLR078c	0.71	1.27
YLR183C	18.46	1.4
YKR064W	21.14	11.2
YNL084C	19.09	18.3
YPL149W	10.25	8.09
YPL202C	11.46	12.21
YPL184C	118.32	98.72
YPL195W	15.94	9.67
YOR291W	49.41	29.04
YDR237W	8.48	7.46
YGL159W	14.22	8.43
YJL086C	2.84	1.6
YER086w	70.82	18.04
YLR198C	71.57	17.4
YLR265C	7.33	4.36
YLL061w	44.15	26.13
YNL109W	5.05	7.05
YNL064C	476.49	389.86
YPR102C	648.83	795.88
YPR066W	3.15	5.32
YPR085C	8.75	8.58
YPR048W	19.57	15.76
YPR055W	3.4	4.25
YMR316C-a	0.5	2.29
YHR130C	1.03	2.58
YCR021c	2.05	1.2
YER021W	130.81	122.73
YJL036W	6.63	6.89
YHL032c	21.53	12.29
YLR150w	6.26	7.25
YLR345W	10.46	8.89
YLL005c	6.05	5.42
YNL037C	99.52	61.44
YPR100W	0.79	4.09
YPR116W	1.53	3.04
YPR133C	9.3	19.27
YPR081C	2.65	7.38
YPR135W	12.03	11.5
YPL058C	1.68	2.57
YAL034C	7.28	5.63
YAL039C	12.75	22.78
YAR003W	23.2	14.48
YIL161W	1.8	4.89
YAL031C	6.96	8.21
YKL153W	858.63	444.92
YKL149C	4.4	5.17
YJL128C	41.38	37.12
YNL079C	39.96	78.28
YDR461W	1.81	33.08
YLR293C	283.56	468.17
YOL120C	1461.47	1542.76
YDR523C	3.44	1.73
YOL011W	82.53	62.03
YKR102W	5.59	5.37
YAL066W	0.46	0.87
YAL018C	1.48	3.13
YAL038W	5613.56	3102.9
YIR011C	7.85	8.89
YAL035W	371.03	200.46
YKL159C	0.39	2.55
YKL172W	14.67	30.73
YJL093C	44.38	29.81
YER111c	34.08	9.81
YOL161C	23.94	12.86
YOL102C	3.99	5.42
YOL053W	10.9	10.04
YOL105C	46.49	48.83
YOR018W	10.62	10.02
YJR127C	2.25	3.6
YIL123W	695.4	375.43
YBL036c	12.05	12.15
YBR006w	4.05	4.84
YIR024C	0.47	1.08
YBL067c	37.55	13
YKR049C	49.53	14.32
YKR076W	2.13	3.25
YJL034W	1930.15	993.1
YNL032W	218.26	146.17
YOL150C	5.5	3.99
YOL029C	5.62	8.13
YOL002C	59.6	30.4
YOL123W	106.88	121.22
YOR080W	9.51	6.9
YLR410W	81.75	59.25
YBL027w	508.08	649.87
YBR075w	61.39	54.08
YJL213W	13.43	9.14
YBL011w	97.34	70.16
YKR007W	0.39	1.93
YKR005C	1.69	1.74
YJR030C	53.68	13.65
YGL238W	386.98	261.02
YOL014W	0.71	3.62
YOR060C	4.54	7.41
YOR037W	7.55	6.13
YOR090C	26.21	31.75
YOR172W	33.41	20.71
YLR384C	31.7	19.92
YIL096C	5.97	3.83
YBR185c	9.21	8.42
YBR166c	31.56	16.5
YJL218W	0.41	0.61
YBR007c	3.2	3.77
YLL047w	5.79	4.58
YLR056w	653.93	218.2
YJR130C	16.51	13.98
YNR017W	142.09	110.46
YOR024W	0.56	0.8
YOR131C	5.5	5.36
YOR142W	126.1	103.83
YOL033W	11.21	8.96
YOR299W	27.94	22.7
YNL257C	11.65	8.33
YAR068W	26.37	10.36
YBR119w	10.03	5.66
YBR288c	84.19	50.62
YJL177W	359.96	303.13
YBR102c	12.82	7.87
YLL033w	0.56	1.52
YLL006w	17.27	11.48
YKL213C	49.61	34.31
YGL094C	42.62	13.52
YOR102W	11.65	5.71
YOR213C	19	16.41
YOR176W	80.72	53.53
YOR380W	8.27	6.92
YOR329C	25.64	21.78
YMR012W	57.64	24.65
YIL077C	10.33	3.91
YCR004c	54.82	44.79
YBR243c	73.2	24.06
YJL161W	0.43	0.66
YBR156c	1.53	3.77
YLR050c	7.84	4.28
YLR155C	112.02	77.57
YKL126W	0.4	1.64
YPL132W	11.86	9.42
YOR167C	102.72	47.31
YOR318C	0.49	0.46
YOR338W	3.8	1.5
YOR347C	26.8	18.91
YPL240C	2351.23	996.27
YOL078W	3.32	4.19
YBL077w	390.97	305.43
YBR231c	2.33	2.71
YCR024c	9.78	7.67
YJL116C	4.11	2.43
YBR202w	39.62	14.47
YLR051c	0.39	1.26
YLR085c	15.46	11.19
YKL078W	36.31	24.31
YGR125W	59.62	26.37
YOR327C	2.1	5.36
YOR305W	4.76	4.77
YPL255W	2.7	1.02
YPL179W	178.7	145.6
YPL190C	96.5	76.54
YMR304W	24.65	14.64
YIL050W	13.33	7.13
YEL021w	13.14	12.51
YJL122W	6.77	9.47
YCL057w	57.52	19.93
YLR112w	5.17	4.87
YLR216C	50.36	63
YKR008W	25.92	30.79
YPL107W	1.32	2
YOR300W	8.37	5.4
YPL233W	4.4	4.29
YPL191C	4.05	4.11
YPL272C	7.12	4.62
YPL043W	52.15	57.45
YPL115C	22.94	13.99
YBL028c	4.71	6.79
YCL059c	16.52	20.8
YEL047c	111.62	93.63
YCL030c	110.55	50.94
YLR168C	0.39	1.53
YLR203C	56.47	58.69
YKR027W	30.66	12.93
YHL050C	1693.16	668.74
YPR014C	0.77	1.27
YPL213W	1.22	1.61
YPR023C	28.82	30.08
YPR033C	291.49	322.71
YPL084W	42.36	36.52
YOR124C	14.91	11.15
YIL023C	40.94	20.7
YER039c	1.68	1.78
YER027c	29.43	24.6
YJL063C	6.91	8.85
YEL060c	91.01	36.04
YLR211C	0.38	1.16
YLR312C	1.09	1.09
YLL024c	5179.15	2799.59
YPL052W	27.63	17.31
YPR092W	5.61	3.23
YPR113W	195.06	144.01
YPR110C	198.97	231.94
YPR119W	94	115.37
YPR159W	182.43	74.43
YPR095C	2.22	3.39
YBL002w	111.21	42.07
YCR073W-A	14.7	12.64
YER045c	6.61	7.05
YJR019C	6.87	5.31
YER047c	7.57	5.7
YLR254C	0.38	1.59
YLR303W	408.56	257.73
YLL019c	27.81	19.25
YPR077C	0.38	0.66
YPR043W	119.82	205.74
YPR079W	2.58	7.83
YPR144C	51.02	81.08
YPR091C	14.01	15.98
YPR164W	1.82	4.78
YEL028w	0.39	1.03
YAL036C	29.59	33.86
YIL174W	4.95	4.78
YAR007C	19.84	7.58
YKL177W	0.38	1.51
YKL151C	1.82	4.34
YJL214W	4.37	3
YAL056C-A	1.78	4.98
YNL062C	26.59	33.57
YOL073C	16.79	18.51
YOR046C	54.98	107.41
YNL045W	82.54	93.99
YML010W	60.81	41.38
YML100W-a	3.57	5.71
YCL058c	0.72	2.26
YAL060W	34.91	12.84
YBL099w	977.13	585.37
YIL160C	2.97	4.07
YIL101C	1.22	3.53
YKL152C	38.78	42.36
YJR131W	15.92	13.25
YJL176C	52.61	27.66
YNL035C	10.85	16.05
YOR041C	1.57	6.73
YOR036W	4.69	6.41
YOL082W	4.78	7.33
YNR059W	8.52	9.31
YNL313C	31.54	11.23
YKR031C	57.17	49.99
YER009w	55.74	76.68
YBR025c	766.37	606.68
YIR009W	0.71	2.47
YBR069c	133.44	36.77
YKR032W	0.42	1.94
YKR026C	25.12	25.48
YJL083W	17.94	12.24
YNL266W	4.18	4.59
YNL011C	5.86	5.85
YOL067C	23.13	32.11
YOR079C	28.91	20.2
YOR177C	0.77	1.07
YOL164W	12.82	11.4
YNL327W	189.52	114.05
YCL041c	6.76	5.53
YBL033c	7.68	10.65
YBR103w	12.54	12.55
YIR034C	46.52	39.14
YIL067C	15.66	12.07
YKR041W	6.31	6.49
YKL116C	37.13	44.26
YJL078C	61.07	46.06
YNR007C	4.22	4.9
YOR186W	0.41	0.67
YOR130C	61.42	88.08
YOR110W	5.55	6.62
YOL066C	4.88	6.89
YNL082W	3.97	2.87
YLR310C	247.26	232.89
YER044c	32.18	24.14
YBR204c	10.67	11.37
YJL220W	1.28	1.36
YBR220c	36.98	15.73
YLL020c	2.86	2.15
YKR081C	30.24	34.65
YJR052W	6.24	7.12
YNL198C	1.66	3.32
YNR045W	4.99	5.78
YOR215C	1.64	4.41
YOR164C	54.86	59.53
YOR307C	46.28	32.76
YOR070C	16.8	16.11
YOL100W	1.41	4.14
YMR052C-a	3.12	4.58
YCL023c	2.16	0.96
YBR053c	9.54	6.62
YBR227c	15.22	11.22
YJL155C	7.34	7.52
YIL036W	11.59	11.89
YLL046c	2.63	5.17
YKR097w	0.51	0.59
YJR059W	31.49	14.54
YNR043W	360.29	463.91
YOR285W	6.94	9.97
YOR239W	54.57	62.9
YOR212W	72.12	108.13
YOR108W	723.02	370.21
YOL063C	9.96	6.17
YMR229C	3992.84	2176.66
YER084w	102.69	72.68
YEL050c	28.4	18.89
YJL184W	4.55	3.82
YCR008w	14.5	7.36
YLR043c	7.49	4.22
YLR018c	4.6	5.75
YKL127W	135.91	199
YNL150W	7.19	10.21
YPL133C	6.87	5.98
YPL282C	11.68	1.56
YOR292C	7.25	5.17
YPL235W	51.44	52.11
YOR275C	10.42	11.17
YOL021C	29.7	18.4
YMR153C-a	2.58	5.49
YBR128c	4.54	4.13
YCR065w	86.61	33.59
YJL123C	12.22	16.32
YGR245C	4.16	4.16
YLR025w	5.28	4.46
YLR028c	144.86	99.98
YKL121W	5.74	4.89
YPL134C	10.83	5.42
YPL276W	0.64	0.98
YOR385W	6.85	6.3
YOR266W	3.76	3.37
YOR370C	163.25	142.54
YOR211C	4.03	4.28
YNR031C	31.01	7.92
YER121w	2	3.03
YGL255W	178.55	91.47
YJL150W	2.78	1.58
YEL062w	5.41	4.37
YLR147c	0.44	1.35
YLR181C	5.99	7.02
YKR039W	672.18	117.72
YNL133C	0.54	0.61
YPL095C	6.16	4
YPR046W	0.45	0.48
YPL177C	12.89	24.66
YPR034W	14.06	22.77
YPL210C	51.29	60.99
YPL183C	13.56	7.7
YMR244C-a	1.24	2.81
YCR022c	1.18	1.75
YBR221c	394.51	198.4
YIL001W	7.91	7.74
YJL059W	10.13	5.29
YGR287C	4.8	3.9
YLR079w	0.97	2.5
YLR190W	71.04	84.55
YKR079C	57.48	46.91
YPL081W	647.98	607.61
YPL059W	11.35	16.25
YPL143W	252.3	311.85
YPL188W	31.6	38.16
YPL169C	57.25	77.47
YPL150W	0.73	2.85
YOR326W	189.31	98.03
YER187w	30.34	9.71
YGL155W	20.03	16.63
YJL077C	7.81	4.85
YER087w	6.12	4.55
YLR200W	0.5	1.7
YLR270W	8.45	8.54
YLL058w	11.83	8.04
YNL105W	7.55	21.08
YPL060W	6.44	7.16
