orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YDR093W	DNF2	131.01	136.25	127.24	108.58	54.5	65.82	133.63	117.91	60.16	0.49	0.48	0.25
YDR094W	NA	275.31	302.53	347.91	229.93	220.85	151.27	288.92	288.92	186.06	1.07	1.17	0.77
YDR095C	NA	14.89	29.78	29.78	17.37	29.78	22.34	22.34	23.58	26.06	0.08	0.1	0.11
YDR096W	GIS1	106.78	110.91	149.64	154.15	256.8	234.99	108.85	151.9	245.89	0.4	0.62	1.02
YDR097C	MSH6	113.46	73.75	79.42	77.26	22.69	15.4	93.6	78.34	19.04	0.35	0.32	0.08
YDR098C	GRX3	554.17	430.63	541.23	457.69	330.62	210.61	492.4	499.46	270.61	1.82	2.03	1.12
YDR099W	BMH2	1816.61	2084.04	1894.36	1871.98	2736.7	1930.89	1950.32	1883.17	2333.79	7.2	7.64	9.67
YDR100W	TVP15	410.89	602.33	501.95	480.93	1456.81	845.14	506.61	491.44	1150.97	1.87	1.99	4.77
YDR101C	ARX1	305.63	151.4	176.91	129.85	15.31	3.4	228.51	153.38	9.36	0.84	0.62	0.04
YDR102C	NA	15.18	15.18	12.14	9.11	27.32	12.14	15.18	10.63	19.73	0.06	0.04	0.08
YDR103W	STE5	113.75	115.22	92.83	91.37	113.02	97.97	114.48	92.1	105.49	0.42	0.37	0.44
YDR104C	SPO71	36.7	40.75	28.06	30.76	32.92	23.21	38.72	29.41	28.06	0.14	0.12	0.12
YDR105C	TMS1	207.32	226.49	206.61	166.85	257.73	184.6	216.9	186.73	221.16	0.8	0.76	0.92
YDR106W	ARP10	14.22	23.71	13.04	9.48	13.04	15.41	18.96	11.26	14.22	0.07	0.05	0.06
YDR107C	NA	97.61	138.16	90.1	77.09	76.09	78.59	117.89	83.6	77.34	0.44	0.34	0.32
YDR108W	GSG1	64.14	72.83	59.32	47.26	62.21	45.33	68.48	53.29	53.77	0.25	0.22	0.22
YDR109C	NA	57.75	62.91	55.4	44.6	66.67	66.67	60.33	50	66.67	0.22	0.2	0.28
YDR110W	FOB1	107.28	76.29	74.5	63.17	44.1	24.44	91.78	68.84	34.27	0.34	0.28	0.14
YDR112W	NA	91.28	32.6	65.2	71.72	22.82	9.78	61.94	68.46	16.3	0.23	0.28	0.07
YDR111C	ALT2	135.92	86.86	116.03	88.18	53.71	38.46	111.39	102.11	46.08	0.41	0.41	0.19
YDR113C	PDS1	104.29	139.35	133.05	124.96	133.05	80.91	121.82	129.01	106.98	0.45	0.52	0.44
YDR115W	NA	449.1	484.14	500.07	410.88	818.58	449.1	466.62	455.47	633.84	1.72	1.85	2.63
YDR114C	NA	84.29	84.29	118.01	97.78	236.02	111.27	84.29	107.9	173.64	0.31	0.44	0.72
YDR116C	MRPL1	271.66	256.37	295.18	303.41	376.32	266.95	264.01	299.29	321.64	0.97	1.21	1.33
YDR117C	TMA64	177.65	185.96	188.34	188.34	152.69	96.25	181.8	188.34	124.47	0.67	0.76	0.52
YDR118W	APC4	67.16	64.06	54.76	47.53	72.32	42.88	65.61	51.14	57.6	0.24	0.21	0.24
YDR118W-A	NA	112.31	120.95	60.48	51.84	120.95	60.48	116.63	56.16	90.71	0.43	0.23	0.38
YDR119W	NA	315.01	267.69	260.68	248.85	127.49	110.85	291.35	254.77	119.17	1.08	1.03	0.49
YDR119W-A	NA	81.06	263.46	359.72	567.45	2659.91	1099.43	172.26	463.58	1879.67	0.64	1.88	7.79
YDR120C	TRM1	276.38	136.13	176.2	118.45	19.45	5.3	206.25	147.32	12.38	0.76	0.6	0.05
YDR121W	DPB4	212.42	221.05	181.33	174.43	67.35	27.63	216.74	177.88	47.49	0.8	0.72	0.2
YDR122W	KIN1	164.5	194.35	194.35	212.77	308.36	355.04	179.43	203.56	331.7	0.66	0.83	1.37
YDR123C	INO2	56.41	45.35	42.03	33.18	68.58	59.73	50.88	37.61	64.15	0.19	0.15	0.27
YDR124W	NA	62.35	68.59	51.96	42.61	120.55	84.18	65.47	47.29	102.36	0.24	0.19	0.42
YDR125C	ECM18	28.83	36.97	26.62	31.79	73.2	68.76	32.9	29.2	70.98	0.12	0.12	0.29
YDR126W	SWF1	57.93	69.92	49.94	24.97	18.98	6.99	63.93	37.46	12.98	0.24	0.15	0.05
YDR127W	ARO1	298.24	402.03	270	243.26	86.82	97.86	350.13	256.63	92.34	1.29	1.04	0.38
YDR128W	NA	127.04	112.04	96.46	99.69	60.29	62.34	119.54	98.08	61.32	0.44	0.4	0.25
YDR129C	SAC6	498.82	451.24	618.04	602.88	1164.97	1161.31	475.03	610.46	1163.14	1.75	2.48	4.82
YDR130C	FIN1	133.34	116.1	117.25	97.71	157.48	106.9	124.72	107.48	132.19	0.46	0.44	0.55
YDR131C	NA	54.33	56.74	53.73	54.93	93.57	63.38	55.54	54.33	78.47	0.21	0.22	0.33
YDR132C	NA	55.62	64.44	36.63	63.08	48.84	37.3	60.03	49.85	43.07	0.22	0.2	0.18
YDR133C	NA	6873.52	10256.07	10067.11	8806.4	17776.97	8831.18	8564.79	9436.76	13304.08	31.62	38.31	55.12
YDR135C	YCF1	225.34	185.2	219.79	160.8	188.52	121.99	205.27	190.3	155.25	0.76	0.77	0.64
YDR137W	RGP1	96.08	84.39	90.49	73.71	95.06	57.95	90.23	82.1	76.51	0.33	0.33	0.32
YDR136C	VPS61	10.59	14.12	10.59	7.06	10.59	5.3	12.36	8.83	7.94	0.05	0.04	0.03
YDR138W	HPR1	100.32	88.67	74.79	68.52	39.86	20.15	94.5	71.66	30.01	0.35	0.29	0.12
YDR139C	RUB1	607.98	767.52	500.18	577.79	845.13	431.19	687.75	538.99	638.16	2.54	2.19	2.64
YDR140W	MTQ2	159.75	159.75	153.66	108.02	130.84	97.37	159.75	130.84	114.1	0.59	0.53	0.47
YDR141C	DOP1	92.21	98.94	76.98	82.91	89.64	100.33	95.58	79.95	94.98	0.35	0.32	0.39
YDR142C	PEX7	86.78	84.99	72.46	76.04	103.78	74.25	85.88	74.25	89.01	0.32	0.3	0.37
YDR143C	SAN1	158.67	153.69	128.26	86.8	90.11	68.55	156.18	107.53	79.33	0.58	0.44	0.33
YDR144C	MKC7	174.65	113.04	153.74	114.17	39.56	31.65	143.85	133.96	35.61	0.53	0.54	0.15
YDR145W	TAF12	314.56	277.33	270.91	268.98	256.15	233.68	295.95	269.95	244.91	1.09	1.1	1.01
YDR146C	SWI5	197.94	255.24	224.94	195.1	193.68	161.48	226.59	210.02	177.58	0.84	0.85	0.74
YDR147W	EKI1	108.37	134.84	96.4	80.02	74.98	47.26	121.6	88.21	61.12	0.45	0.36	0.25
YDR148C	KGD2	471.39	591.96	615.92	647.16	547.65	583.97	531.67	631.54	565.81	1.96	2.56	2.34
YDR150W	NUM1	141.47	142.14	129.58	129.75	93.42	160.89	141.81	129.67	127.16	0.52	0.53	0.53
YDR149C	NA	53.13	44.51	31.59	47.38	27.28	80.41	48.82	39.49	53.84	0.18	0.16	0.22
YDR151C	CTH1	164.36	145.75	161.25	139.55	485.83	457.92	155.05	150.4	471.88	0.57	0.61	1.96
YDR152W	GIR2	367.31	288.23	330.32	266.55	179.83	114.78	327.77	298.44	147.31	1.21	1.21	0.61
YDR153C	ENT5	186.98	174.73	175.55	181.26	221.27	165.75	180.85	178.4	193.51	0.67	0.72	0.8
YDR154C	NA	9719.01	10707.74	9974.46	8850.49	22271.98	13896.32	10213.37	9412.47	18084.15	37.7	38.21	74.93
YDR155C	CPR1	9976.33	10822.11	10352.23	9113.46	21795.85	14839.55	10399.22	9732.85	18317.7	38.39	39.51	75.9
YDR156W	RPA14	284.34	254.93	269.64	210.81	171.59	112.76	269.64	240.22	142.17	1	0.98	0.59
YDR157W	NA	70.04	72.55	60.04	60.04	40.03	25.02	71.29	60.04	32.52	0.26	0.24	0.13
YDR158W	HOM2	1714.35	2404.15	1611.99	1737.41	1256.95	969.22	2059.25	1674.7	1113.08	7.6	6.8	4.61
YDR159W	SAC3	136.42	126.07	96.56	84.39	85.17	90.86	131.25	90.47	88.01	0.48	0.37	0.36
YDR160W	SSY1	70.38	76.7	76.7	64.84	60.1	66.42	73.54	70.77	63.26	0.27	0.29	0.26
YDR161W	NA	294.74	182.25	220.62	158.7	15.7	3.49	238.49	189.66	9.59	0.88	0.77	0.04
YDR162C	NBP2	121.63	103.24	123.04	117.38	189.51	124.45	112.43	120.21	156.98	0.42	0.49	0.65
YDR163W	CWC15	191.29	210.61	154.58	152.64	241.53	183.56	200.95	153.61	212.54	0.74	0.62	0.88
YDR164C	SEC1	141.87	148.36	145.11	140.48	92.72	90.41	145.11	142.79	91.56	0.54	0.58	0.38
YDR165W	TRM82	295.75	193.64	220.87	154.31	32.53	7.56	244.7	187.59	20.04	0.9	0.76	0.08
YDR166C	SEC5	101.87	112.23	104.29	92.55	111.19	105.67	107.05	98.42	108.43	0.4	0.4	0.45
YDR167W	TAF10	326.47	280.54	277.26	318.27	241.16	154.21	303.51	297.76	197.69	1.12	1.21	0.82
YDR168W	CDC37	412.45	379.8	362.48	388.46	810.24	569.03	396.12	375.47	689.64	1.46	1.52	2.86
YDR169C	STB3	209.84	258.37	224.92	206.56	335.09	363.94	234.1	215.74	349.52	0.86	0.88	1.45
YDR169C-A	NA	13.5	27	20.25	0	6.75	13.5	20.25	10.13	10.13	0.07	0.04	0.04
YDR170C	SEC7	253.11	251.09	238.64	224.33	113.6	189.16	252.1	231.49	151.38	0.93	0.94	0.63
YDR171W	HSP42	149.54	316.19	390.06	567.53	15191.65	12123.41	232.87	478.79	13657.53	0.86	1.94	56.59
YDR172W	SUP35	603.5	466.05	552.26	526.64	221.69	295.59	534.77	539.45	258.64	1.97	2.19	1.07
YDR173C	ARG82	55.1	79.8	61.75	47.5	145.35	61.75	67.45	54.62	103.55	0.25	0.22	0.43
YDR174W	HMO1	1288.33	1147.33	1249.63	998.04	1429.33	934.45	1217.83	1123.83	1181.89	4.5	4.56	4.9
YDR175C	RSM24	224.45	219.2	228.64	230.74	220.25	125.86	221.82	229.69	173.05	0.82	0.93	0.72
YDR176W	NGG1	207.49	210.38	178.61	172.35	167.05	136.72	208.94	175.48	151.89	0.77	0.71	0.63
YDR177W	UBC1	676.78	561.12	639.27	448.58	908.11	426.7	618.95	543.93	667.4	2.28	2.21	2.77
YDR178W	SDH4	470.62	635.53	631.82	839.34	1563.81	1172.86	553.08	735.58	1368.33	2.04	2.99	5.67
YDR179C	CSN9	106.7	57.46	61.56	61.56	98.5	61.56	82.08	61.56	80.03	0.3	0.25	0.33
YDR179W-A	NA	70.32	52.92	52.19	40.6	45.67	27.55	61.62	46.4	36.61	0.23	0.19	0.15
YDR180W	SCC2	50.69	37.39	33.57	22.3	19.15	16.44	44.04	27.93	17.8	0.16	0.11	0.07
YDR181C	SAS4	84.92	94.66	105.8	105.1	123.2	77.96	89.79	105.45	100.58	0.33	0.43	0.42
YDR182W	CDC1	261.19	282.44	270.79	257.76	279.01	191.27	271.82	264.27	235.14	1	1.07	0.97
YDR182W-A	NA	20.3	25.38	20.3	15.23	60.9	10.15	22.84	17.76	35.53	0.08	0.07	0.15
YDR183W	PLP1	77.57	80.49	65.86	64.39	136.11	67.32	79.03	65.13	101.71	0.29	0.26	0.42
YDR183C-A	NA	160.13	82.02	66.4	31.24	11.72	11.72	121.07	48.82	11.72	0.45	0.2	0.05
YDR184C	ATC1	140.04	70.59	84.25	46.68	10.25	17.08	105.31	65.46	13.66	0.39	0.27	0.06
YDR185C	NA	121.65	71.12	95.45	65.5	56.14	44.92	96.38	80.47	50.53	0.36	0.33	0.21
YDR186C	NA	153.75	309.05	149.9	139.5	182.27	191.13	231.4	144.7	186.7	0.85	0.59	0.77
YDR188W	CCT6	742.34	672.89	712.58	578.62	591.64	456.45	707.62	645.6	524.04	2.61	2.62	2.17
YDR187C	NA	301.11	273.55	271.59	249.94	255.84	196.8	287.33	260.76	226.32	1.06	1.06	0.94
YDR189W	SLY1	256.1	246	260.14	229.33	219.73	216.2	251.05	244.74	217.97	0.93	0.99	0.9
YDR190C	RVB1	578.1	434.84	474.63	442.8	203.31	196.8	506.47	458.71	200.05	1.87	1.86	0.83
YDR191W	HST4	40.93	50.94	61.86	43.66	41.84	35.48	45.94	52.76	38.66	0.17	0.21	0.16
YDR193W	NA	32.86	42.97	42.97	30.33	48.03	25.28	37.91	36.65	36.65	0.14	0.15	0.15
YDR192C	NUP42	64.2	68.9	72.03	56.37	66.55	51.67	66.55	64.2	59.11	0.25	0.26	0.24
YDR194C	MSS116	588.85	480.27	512.09	476.74	341.9	239.88	534.56	494.41	290.89	1.97	2.01	1.21
YDR194W-A	NA	6.57	0	0	0	0	0	3.29	0	0	0.01	0	0
YDR195W	REF2	116.13	87.73	91.51	43.55	125.59	65.64	101.93	67.53	95.62	0.38	0.27	0.4
YDR196C	NA	308.65	297.58	308.65	264.36	537.02	296.19	303.11	286.51	416.61	1.12	1.16	1.73
YDR197W	CBS2	103.68	124.42	116.64	82.95	224.65	158.98	114.05	99.79	191.81	0.42	0.41	0.79
YDR198C	RKM2	70.68	69.99	60.19	42.69	32.19	11.2	70.34	51.44	21.7	0.26	0.21	0.09
YDR199W	NA	159.32	200.53	167.56	109.88	381.82	217.01	179.92	138.72	299.42	0.66	0.56	1.24
YDR200C	VPS64	127.14	137.13	129.36	106.04	214.86	173.22	132.13	117.7	194.04	0.49	0.48	0.8
YDR201W	SPC19	206.37	181.85	169.59	161.42	275.84	177.76	194.11	165.5	226.8	0.72	0.67	0.94
YDR203W	NA	69.63	110.77	85.45	94.95	227.88	196.23	90.2	90.2	212.05	0.33	0.37	0.88
YDR202C	RAV2	104.97	162.23	123.1	130.74	375.03	271.97	133.6	126.92	323.5	0.49	0.52	1.34
YDR204W	COQ4	162.3	241.94	206.65	188.51	623.99	509.07	202.12	197.58	566.53	0.75	0.8	2.35
YDR205W	MSC2	72.78	75.56	71.85	60.72	54.7	37.55	74.17	66.29	46.12	0.27	0.27	0.19
YDR206W	EBS1	174.41	170.22	133.66	118.05	73.88	61.31	172.31	125.85	67.59	0.64	0.51	0.28
YDR207C	UME6	147.92	165.7	126.5	124.48	128.52	122.05	156.81	125.49	125.29	0.58	0.51	0.52
YDR208W	MSS4	183.61	184.91	172.81	174.97	264.4	270.88	184.26	173.89	267.64	0.68	0.71	1.11
YDR210W	NA	705.88	674.21	723.98	556.56	1248.87	660.63	690.05	640.27	954.75	2.55	2.6	3.96
YDR209C	NA	697.9	675.71	638.72	547.47	1228.11	653.51	686.81	593.09	940.81	2.54	2.41	3.9
YDR211W	GCD6	327.95	256.02	285.83	234.72	103.16	75.24	291.98	260.28	89.2	1.08	1.06	0.37
YDR212W	TCP1	550.25	430.31	473.11	439.96	405.6	271.81	490.28	456.53	338.71	1.81	1.85	1.4
YDR213W	UPC2	60.85	112.05	39.33	37.47	40.07	53.8	86.45	38.4	46.93	0.32	0.16	0.19
YDR214W	AHA1	342.17	340.24	373.01	298.8	6861.69	4428.92	341.2	335.9	5645.3	1.26	1.36	23.39
YDR215C	NA	18.61	18.61	2.66	10.63	18.61	18.61	18.61	6.65	18.61	0.07	0.03	0.08
YDR216W	ADR1	42.19	32.53	96.83	98.61	103.69	163.42	37.36	97.72	133.55	0.14	0.4	0.55
YDR217C	RAD9	84.55	59.7	50.73	49.19	38.43	35.61	72.12	49.96	37.02	0.27	0.2	0.15
YDR218C	SPR28	3.16	0	0.79	0	4.74	3.16	1.58	0.4	3.95	0.01	0	0.02
YDR219C	MFB1	131.89	133.33	115.32	121.8	209.01	176.58	132.61	118.56	192.79	0.49	0.48	0.8
YDR220C	NA	17.23	20.68	24.13	27.57	13.79	13.79	18.96	25.85	13.79	0.07	0.1	0.06
YDR221W	GTB1	116.91	99.59	87.08	109.69	87.56	95.26	108.25	98.39	91.41	0.4	0.4	0.38
YDR222W	NA	59.94	83.43	37.26	18.63	46.98	47.79	71.69	27.95	47.39	0.26	0.11	0.2
YDR223W	CRF1	44.77	41.88	35.38	35.38	29.61	35.38	43.33	35.38	32.49	0.16	0.14	0.13
YDR224C	HTB1	6056.16	4763.83	5744.01	4425.43	4148.29	2855.96	5409.99	5084.72	3502.13	19.97	20.64	14.51
YDR225W	HTA1	5808.04	4913.41	5212.8	3324.92	4476.67	1877.31	5360.73	4268.86	3176.99	19.79	17.33	13.16
YDR226W	ADK1	3581.14	3276.65	3593.26	3185.76	1851.16	1633.02	3428.9	3389.51	1742.09	12.66	13.76	7.22
YDR227W	SIR4	100.4	91.95	71.57	74.55	50.7	63.12	96.17	73.06	56.91	0.36	0.3	0.24
YDR228C	PCF11	119.91	125.85	98.85	65.9	102.63	64.28	122.88	82.37	83.45	0.45	0.33	0.35
YDR229W	IVY1	135.1	132.11	132.86	134.35	197.8	161.97	133.61	133.61	179.88	0.49	0.54	0.75
YDR230W	NA	156.75	296.08	267.05	296.08	627	310.6	226.42	281.57	468.8	0.84	1.14	1.94
YDR231C	COX20	171.88	266.83	258.65	278.29	538.57	322.49	219.36	268.47	430.53	0.81	1.09	1.78
YDR232W	HEM1	506.53	573	492.99	418.52	238.8	242.49	539.76	455.75	240.65	1.99	1.85	1
YDR233C	RTN1	1877.89	1749.88	1752.17	1457.28	1010.38	694.92	1813.89	1604.72	852.65	6.7	6.51	3.53
YDR234W	LYS4	223.63	208.53	187.58	142.75	26.31	18.03	216.08	165.16	22.17	0.8	0.67	0.09
YDR235W	PRP42	115.5	151.95	100.06	108.09	111.8	74.74	133.72	104.08	93.27	0.49	0.42	0.39
YDR236C	FMN1	165.81	158.14	173.49	162.74	290.17	214.94	161.98	168.12	252.56	0.6	0.68	1.05
YDR237W	MRPL7	240.61	204.92	272.85	249.82	340.77	195.71	222.77	261.33	268.24	0.82	1.06	1.11
YDR238C	SEC26	667.77	595.22	612.84	589.7	415.59	526.13	631.5	601.27	470.86	2.33	2.44	1.95
YDR239C	NA	61.05	50.8	40.98	32.02	38	29.46	55.93	36.5	33.73	0.21	0.15	0.14
YDR241W	BUD26	31.13	27.24	19.46	31.13	42.8	23.35	29.18	25.29	33.07	0.11	0.1	0.14
YDR240C	SNU56	70.86	59.28	59.28	59.28	23.85	26.57	65.07	59.28	25.21	0.24	0.24	0.1
YDR242W	AMD2	79.1	88.92	66.84	38.02	66.23	55.19	84.01	52.43	60.71	0.31	0.21	0.25
YDR243C	PRP28	66.71	50.18	50.18	34.21	37.63	23.95	58.44	42.19	30.79	0.22	0.17	0.13
YDR244W	PEX5	96.57	105.4	98.78	94.92	156.72	109.26	100.99	96.85	132.99	0.37	0.39	0.55
YDR245W	MNN10	491.34	402	426.91	394.27	210.45	163.21	446.67	410.59	186.83	1.65	1.67	0.77
YDR246W	TRS23	170.63	139.88	127.59	149.11	285.92	247.49	155.26	138.35	266.7	0.57	0.56	1.11
YDR246W-A	NA	10.09	25.23	20.19	20.19	25.23	20.19	17.66	20.19	22.71	0.07	0.08	0.09
YDR247W	VHS1	123.34	137.93	118.23	125.52	240.83	198.5	130.63	121.88	219.67	0.48	0.49	0.91
YDR248C	NA	273.32	375.38	280.24	249.1	887.42	501.66	324.35	264.67	694.54	1.2	1.07	2.88
YDR249C	NA	53.08	55.77	46.78	29.69	53.98	34.18	54.42	38.23	44.08	0.2	0.16	0.18
YDR250C	NA	18.4	22.08	11.04	11.04	11.04	36.79	20.24	11.04	23.92	0.07	0.04	0.1
YDR251W	PAM1	272.64	292.52	307.53	301.45	339.18	281.97	282.58	304.49	310.57	1.04	1.24	1.29
YDR252W	BTT1	76.63	74.38	78.89	58.6	112.7	51.84	75.51	68.75	82.27	0.28	0.28	0.34
YDR253C	MET32	68.05	111.67	122.14	54.09	92.48	33.15	89.86	88.11	62.81	0.33	0.36	0.26
YDR254W	CHL4	140.31	196.88	145.45	91.09	194.67	118.27	168.6	118.27	156.47	0.62	0.48	0.65
YDR255C	RMD5	99.5	142.48	121.78	97.9	176.7	145.66	120.99	109.84	161.18	0.45	0.45	0.67
YDR256C	CTA1	54.88	62.06	42.46	31.36	53.57	35.93	58.47	36.91	44.75	0.22	0.15	0.19
YDR257C	SET7	136.88	116.55	125.36	124	91.48	43.37	126.72	124.68	67.42	0.47	0.51	0.28
YDR258C	HSP78	167.15	396.37	230.04	328.93	9184.69	7548.74	281.76	279.48	8366.71	1.04	1.13	34.67
YDR259C	YAP6	42.95	64.87	40.32	43.83	140.25	74.51	53.91	42.08	107.38	0.2	0.17	0.44
YDR260C	SWM1	131.8	116.07	125.9	98.36	159.34	45.25	123.93	112.13	102.3	0.46	0.46	0.42
YDR261C	EXG2	198.4	276.68	170.31	129.08	211.54	178.68	237.54	149.69	195.11	0.88	0.61	0.81
YDR262W	NA	314.7	365.49	271.33	236.64	478.24	344.43	340.1	253.99	411.34	1.26	1.03	1.7
YDR263C	DIN7	56.07	50.62	40.5	30.37	64.64	44.39	53.35	35.43	54.51	0.2	0.14	0.23
YDR264C	AKR1	261.93	206.46	224.95	218.35	254.45	208.22	234.2	221.65	231.34	0.86	0.9	0.96
YDR265W	PEX10	114.81	114.81	99.84	72.88	131.79	85.86	114.81	86.36	108.82	0.42	0.35	0.45
YDR266C	NA	268.02	235.9	221.69	223.79	194.83	230.11	251.96	222.74	212.47	0.93	0.9	0.88
YDR267C	CIA1	174.35	154.07	157.11	136.84	72.98	52.71	164.21	146.98	62.85	0.61	0.6	0.26
YDR268W	MSW1	110.27	106.71	115.6	112.05	119.16	85.37	108.49	113.82	102.26	0.4	0.46	0.42
YDR270W	CCC2	60.13	46.02	52.4	45.01	81.96	66.51	53.07	48.71	74.24	0.2	0.2	0.31
YDR269C	NA	25.08	18.81	34.49	25.08	31.36	62.71	21.95	29.79	47.03	0.08	0.12	0.19
YDR271C	NA	84.27	92.42	92.42	54.37	157.66	97.86	88.35	73.39	127.76	0.33	0.3	0.53
YDR272W	GLO2	347.24	440.82	449.44	403.88	1336	959.21	394.03	426.66	1147.61	1.45	1.73	4.75
YDR273W	DON1	34.24	72.18	34.24	14.81	37.94	26.84	53.21	24.52	32.39	0.2	0.1	0.13
YDR274C	NA	27.54	338.73	44.06	44.06	35.8	46.82	183.13	44.06	41.31	0.68	0.18	0.17
YDR275W	BSC2	190.2	474.79	214.52	153.02	403.29	238.83	332.5	183.77	321.06	1.23	0.75	1.33
YDR276C	PMP3	3785.66	4383.4	4371.32	4093.58	8507.17	4818.11	4084.53	4232.45	6662.64	15.08	17.18	27.61
YDR277C	MTH1	179.79	307.66	214.67	259.61	99.97	65.1	243.73	237.14	82.53	0.9	0.96	0.34
YDR278C	NA	0	3.77	0	0	3.77	7.54	1.88	0	5.65	0.01	0	0.02
YDR279W	RNH202	172.72	127.62	134.34	143.94	96.92	50.86	150.17	139.14	73.89	0.55	0.56	0.31
YDR280W	RRP45	255.23	204.4	239.76	192.25	135.9	85.08	229.81	216	110.49	0.85	0.88	0.46
YDR281C	PHM6	307.69	314.1	291.67	115.38	25.64	3.21	310.9	203.53	14.42	1.15	0.83	0.06
YDR282C	NA	49.32	50.93	52.55	32.34	105.91	58.21	50.12	42.44	82.06	0.19	0.17	0.34
YDR283C	GCN2	104.54	98.48	81.29	76.84	49.95	43.68	101.51	79.06	46.81	0.37	0.32	0.19
YDR284C	DPP1	489.39	506.83	513.8	481.26	419.65	212.73	498.11	497.53	316.19	1.84	2.02	1.31
YDR285W	ZIP1	30.09	35.87	27.77	23.53	45.13	25.84	32.98	25.65	35.49	0.12	0.1	0.15
YDR286C	NA	110.99	148.96	105.15	93.46	283.32	108.07	129.97	99.31	195.69	0.48	0.4	0.81
YDR287W	NA	145.61	166.41	108.63	128.27	307.4	228.81	156.01	118.45	268.1	0.58	0.48	1.11
YDR288W	NSE3	131.09	141.09	132.2	123.32	255.52	105.54	136.09	127.76	180.53	0.5	0.52	0.75
YDR290W	NA	36.75	55.13	70.44	42.88	49	45.94	45.94	56.66	47.47	0.17	0.23	0.2
YDR289C	RTT103	126.23	133.7	158.62	141.18	204.29	115.43	129.97	149.9	159.86	0.48	0.61	0.66
YDR291W	NA	73.92	79.24	61.08	57	49.8	44.48	76.58	59.04	47.14	0.28	0.24	0.2
YDR292C	SRP101	219.73	204.61	207.31	235.92	153.32	112.29	212.17	221.62	132.81	0.78	0.9	0.55
YDR293C	SSD1	296.93	363.16	314.7	280.51	296.93	491.83	330.04	297.6	394.38	1.22	1.21	1.63
YDR294C	DPL1	279.02	304.13	268.18	234.52	292.72	269.89	291.58	251.35	281.31	1.08	1.02	1.17
YDR295C	HDA2	100.58	94.11	78.17	63.73	126.97	109.05	97.34	70.95	118.01	0.36	0.29	0.49
YDR296W	MHR1	348.69	341.21	330.74	348.69	419.03	309.78	344.95	339.71	364.41	1.27	1.38	1.51
YDR297W	SUR2	564.55	1237.96	666.67	758.19	210.02	178.23	901.25	712.43	194.12	3.33	2.89	0.8
YDR298C	ATP5	750.1	799.05	876.43	1046.98	824.32	604.82	774.58	961.71	714.57	2.86	3.9	2.96
YDR299W	BFR2	209.62	142.92	127.04	111.16	11.43	7.62	176.27	119.1	9.53	0.65	0.48	0.04
YDR300C	PRO1	256.05	198.11	204.37	173.83	31.32	12.53	227.08	189.1	21.92	0.84	0.77	0.09
YDR301W	CFT1	89.12	96.31	70.5	75.21	41.21	65.29	92.72	72.86	53.25	0.34	0.3	0.22
YDR302W	GPI11	315.04	195.76	275.28	250.81	295.16	136.11	255.4	263.05	215.64	0.94	1.07	0.89
YDR303C	RSC3	155.21	142.31	135.86	130.93	165.84	117.26	148.76	133.39	141.55	0.55	0.54	0.59
YDR304C	CPR5	1184.47	1559	1350.42	1432.63	1816.29	1621.42	1371.73	1391.52	1718.85	5.06	5.65	7.12
YDR305C	HNT2	188.26	158.94	141.97	118.82	205.23	77.16	173.6	130.39	141.19	0.64	0.53	0.59
YDR306C	NA	115.87	158	138.34	138.34	256.31	212.07	136.93	138.34	234.19	0.51	0.56	0.97
YDR307W	NA	137.5	147.14	134.96	112.64	203.45	128.36	142.32	123.8	165.91	0.53	0.5	0.69
YDR308C	SRB7	187.82	185.44	166.42	164.04	223.48	145.02	186.63	165.23	184.25	0.69	0.67	0.76
YDR309C	GIC2	472.75	398.8	427.85	352.14	210.4	198.96	435.77	389.99	204.68	1.61	1.58	0.85
YDR310C	SUM1	231.3	202.79	197.4	165.4	152.72	204.69	217.04	181.4	178.7	0.8	0.74	0.74
YDR311W	TFB1	116.57	106.59	87.69	89.79	99.77	72.46	111.58	88.74	86.11	0.41	0.36	0.36
YDR312W	SSF2	139.83	110.13	113.84	69.3	17.32	11.14	124.98	91.57	14.23	0.46	0.37	0.06
YDR313C	PIB1	132.47	106.68	109.03	132.47	345.84	302.46	119.58	120.75	324.15	0.44	0.49	1.34
YDR314C	RAD34	26.15	32.44	26.15	24.21	42.61	46.97	29.29	25.18	44.79	0.11	0.1	0.19
YDR315C	IPK1	110.67	121.38	85.68	88.06	107.1	67.83	116.03	86.87	87.47	0.43	0.35	0.36
YDR316W	OMS1	150.54	134.05	139.79	146.24	169.18	116.85	142.3	143.02	143.02	0.53	0.58	0.59
YDR317W	HIM1	47.18	39.86	47.99	36.6	32.54	23.59	43.52	42.3	28.06	0.16	0.17	0.12
YDR318W	MCM21	134.46	128.06	110.68	111.59	118.91	81.41	131.26	111.14	100.16	0.48	0.45	0.41
YDR319C	NA	155.48	145.68	154.25	175.07	340.34	221.59	150.58	164.66	280.96	0.56	0.67	1.16
YDR320C	SWA2	79.51	76.99	70.45	80.01	110.7	129.32	78.25	75.23	120.01	0.29	0.31	0.5
