#ORF	TR 1 (mol/min)	TR 2 (mol/min)	TR 3 (mol/min)	TR 4 (mol/min)	TR 5 (mol/min)	RA T1 (mol/cel)	RA T2 (mol/cel)	RA T3 (mol/cel)	RA T4 (mol/cel)	RA T5 (mol/cel)
orf	tr.1	tr.2	tr.3	tr.4	tr.5	ra.1	ra.2	ra.3	ra.4	ra.5
YDR160W	0.030604524	0.030720663	0.029163988	0.031041852	0.032001544	0.27271597	0.35093067	0.335857379	0.348098074	0.427448553
YDR161W	0.158496415	0.165762501	0.146917154	0.149128914	0.147142897	3.535473657	2.708670959	2.453263554	2.419385334	3.684127257
YDR162C	0.054996078	0.054094208	0.06301768	0.056755949	0.058633569	2.147113771	2.244608834	2.767894141	2.259653492	2.604822421
YDR163W	0.090667685	0.085299386	0.082957372	0.079954595	0.076730443	5.155304724	5.919448322	6.641009155	5.159299676	5.54632751
YDR164C	0.035778496	0.039770414	0.039975304	0.040502936	0.042199364	1.015002617	0.953018897	0.933575726	0.882166125	1.065468993
YDR166C	0.035848131	0.036829166	0.038986152	0.035076208	0.042325722	2.361149127	2.162550517	2.224966631	2.292169609	2.777482485
YDR167W	0.122777478	0.118368513	0.121290682	0.112027066	0.109429971	1.255722216	1.505848766	1.358354331	1.387301728	1.418862418
YDR168W	0.093654329	0.117337498	0.107453723	0.103222615	0.112525456	6.283200832	7.40716905	7.760506585	6.544532331	8.779410553
YDR169C	0.089816538	0.106857754	0.095497974	0.097899857	0.10355462	3.637769374	4.7473022	4.752413009	4.499395153	5.119006022
YDR170C	0.116011152	0.125003603	0.110387587	0.099071974	0.122061408	3.323308935	4.031477801	3.69602479	4.119911252	4.265656197
YDR171W	0.620801224	0.631620616	0.65875036	0.571538025	0.406854311	3.858291282	3.718254376	3.671793995	3.55419488	4.128778621
YDR172W	0.297045784	0.278455858	0.234644143	0.251184703	0.264337758	8.129908269	9.103064595	7.442277467	8.088072053	8.519218224
YDR173C	0.140208698	0.145083787	0.134017101	0.137423364	0.142277355	2.848145866	2.40535705	2.150172816	1.891580225	3.024159585
YDR174W	0.289698594	0.31235052	0.286699405	0.27750714	0.252454684	5.975980172	4.797105715	4.193313672	5.919760166	5.808565007
YDR175C	0.10335719	0.106195104	0.09934963	0.095107316	0.098690778	1.469264701	1.099397806	1.335297256	1.190435671	1.43161997
YDR176W	0.105358067	0.121803093	0.102515457	0.106709859	0.115438337	2.956416836	3.616115524	2.935022292	3.126051641	3.474728893
YDR177W	0.072178077	0.068674842	0.084839423	0.079533293	0.070688218	10.13474438	9.851419563	7.495504208	8.984566755	9.857714969
YDR178W	0.028068853	0.028398431	0.027386952	0.027682517	0.024154332	1.051746258	1.029198087	0.842052117	1.156914944	0.732023867
YDR179C	0.024860309	NA	0.026556077	0.019988388	0.02396249	1.735926329	2.28024458	2.601191791	1.553796215	2.772101727
YDR180W	0.02179292	NA	0.026860549	0.014089037	0.02993999	1.002561427	0.744923796	0.963217634	0.613444637	1.068687509
YDR181C	0.054735187	NA	0.056916562	0.060780173	0.057485581	1.562807851	1.676411872	1.579638961	1.458818584	1.647087762
YDR182W	0.091465917	0.098091081	0.082862295	0.094304092	0.084594094	1.195256202	1.34746811	1.139543693	1.407600126	1.436620487
YDR183W	0.060258521	0.077891263	0.070275067	0.074469245	0.064432141	0.9848326	0.722304271	0.501233491	0.661574293	0.610506542
YDR184C	0.135631049	0.097286898	0.198653052	0.158519029	0.137572282	5.805298495	5.569862018	6.460807703	5.836000621	6.490923649
YDR185C	0.155246393	0.135270059	0.151413648	0.115200372	0.138295589	0.757736308	0.794783936	0.826096579	0.628832631	0.770861414
YDR187C	0.464098808	0.487573202	0.439217177	0.463867236	0.551135814	1.106361156	1.186758934	1.568022166	1.319658955	1.182574077
YDR188W	0.245840194	0.264755004	0.234804152	0.254071248	0.221597104	4.268592058	4.146150447	4.606527478	4.063084066	4.245697693
YDR189W	0.070932876	NA	0.068667576	0.054686114	0.079416874	3.386307271	3.980408001	4.221325717	3.153425898	4.75194936
YDR190C	0.173308418	NA	0.174507906	0.196820054	0.172876421	3.940442432	3.553569407	4.123095714	3.346661078	3.918693768
YDR191W	0.04215425	0.044542247	0.042593152	0.046750602	0.039568277	1.430347906	1.424051509	1.175320842	1.422649543	1.616054339
YDR192C	0.081780163	0.088251441	0.078527914	0.070420472	0.083647593	1.941534848	2.553783496	2.864949268	2.23593971	1.428915236
YDR193W	0.056761896	0.046347513	0.049424933	0.042228888	0.040486097	0.87267392	0.760084462	0.865727028	0.965830309	1.024089368
YDR194C	0.105715733	NA	0.119170394	0.190823067	0.114714242	5.297833674	7.076066506	4.825340693	6.292940774	4.871336698
YDR196C	0.126733186	0.105850147	0.110638887	0.119971345	0.104540142	0.820228552	0.694326492	0.494464513	0.653475959	0.797370042
YDR197W	0.053150214	0.055735999	0.055112118	0.054724577	0.055347697	1.456184603	1.349880304	1.273977968	1.31568355	1.472442872
YDR198C	0.045860661	NA	0.044631687	0.035083518	0.044782895	0.80580617	0.617061654	0.799107061	0.642730383	0.817139972
YDR199W	0.053136157	0.040522722	0.050266278	0.043201989	0.040944052	1.380986291	1.313995667	1.071058563	0.794341791	1.027342965
YDR200C	0.038268149	0.038264197	0.041057048	0.032825411	0.045004112	1.524233388	1.74300379	1.671935269	1.482204693	1.961668034
YDR201W	0.067701349	0.043607199	0.050240077	0.035388895	0.046069293	1.322609313	0.925590832	1.014746556	1.013608137	0.960437392
YDR202C	0.107321706	0.116754526	0.1077241	0.122154419	0.112852672	3.063319894	2.754719782	2.051856508	2.183903481	3.19063588
YDR203W	0.054676224	NA	0.063634535	0.062698059	0.051907935	1.742131915	1.879944015	1.681645323	1.281313737	1.428804386
YDR204W	0.121020189	0.127291273	0.120473329	0.140854944	0.132514304	2.70058431	2.384471196	2.088002316	2.116672488	2.813197851
YDR206W	0.043123409	0.047420552	0.042790457	0.041430685	0.047661811	1.887629369	1.467544785	1.623749047	1.432784404	1.77552321
YDR207C	0.040579738	0.052195673	0.044019757	0.040625347	0.049498136	2.349415038	3.100829989	3.09731713	3.001147302	3.512783127
YDR208W	0.102339607	0.112251561	0.117959621	0.102719616	0.120719353	3.679286503	4.336223864	4.383792614	3.893485369	4.046102702
YDR209C	0.184840125	0.178166912	0.168732749	0.170205652	0.173154866	2.916329122	2.380653842	2.302520665	2.213587063	2.51049749
YDR210W	0.349048995	0.32754084	0.388886937	0.26870774	0.258457025	8.710699806	10.24784312	8.362932121	8.72043001	8.749393872
YDR211W	0.11298495	0.110165014	0.11786728	0.121637722	0.125588132	1.425179053	1.517003627	1.350866572	1.408499102	1.657761484
YDR212W	0.09094737	0.094071132	0.093172291	0.085719954	0.088955013	1.524001667	1.429144251	1.635042807	1.494038643	1.647805455
YDR214W	0.265735872	0.316226193	0.332001287	0.329278987	0.325440299	6.134766997	5.476038415	5.421907975	4.879390333	5.294291517
YDR215C	0.089158738	0.123337178	0.142641938	0.067830059	0.08118646	NA	NA	0.377433854	NA	NA
YDR216W	0.025690932	0.028100691	0.033783445	0.030023331	0.033326247	0.193664548	0.217618018	0.189413082	0.187350282	0.277429084
YDR217C	0.049798703	0.062736351	0.06036716	0.061001819	0.068115407	1.019333523	0.888360718	0.97610943	1.193827139	1.20205174
YDR218C	0.010155473	0.009915433	0.008220545	0.008412055	0.010662683	0.39854048	0.530522371	0.405902035	0.457151083	0.461048255
YDR219C	0.067428215	NA	0.079576514	0.058758282	0.065708365	1.201164115	1.093658599	1.12051473	0.681455296	1.234844717
YDR220C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR221W	0.071070475	0.073364702	0.071072152	0.077091501	0.076062012	1.205316168	1.165511882	1.020844063	1.08395409	1.196010499
YDR222W	0.029772076	0.034580758	0.033382214	0.033414235	0.038398	1.636049209	1.360178629	1.089698381	1.237363603	1.65376549
YDR223W	0.03083886	NA	0.027078515	0.018170663	0.025588844	NA	NA	NA	NA	NA
YDR224C	0.672497189	0.563741558	0.556134472	0.501507545	0.574348649	13.62252341	9.678915734	8.91476334	8.434783769	14.79995479
YDR225W	0.843234829	0.664812803	0.667083703	0.572588132	0.636874367	7.066940168	3.776749166	3.767741418	3.447262748	2.97112006
YDR226W	0.263860645	0.275109826	0.244799478	0.282467342	0.255698072	12.46138239	15.18519066	13.33165372	14.48618064	12.25370355
YDR227W	0.080298205	0.082248463	0.092957101	0.085976825	0.092433958	1.419277942	1.290591966	1.42503888	1.323499128	1.672277691
YDR228C	0.03708193	NA	0.037738687	0.033705358	0.045237368	2.364102352	2.010005935	2.535520479	2.036347683	2.383895174
YDR229W	0.10613558	0.121540419	0.103892628	0.107251487	0.110846883	1.238219215	1.328293227	1.407819092	1.279567188	1.350569837
YDR230W	0.038443702	0.048383621	0.043288711	0.041687477	0.03916415	NA	NA	0.281412461	NA	NA
YDR231C	0.035417366	0.046057484	0.042341105	0.038940141	0.044453001	NA	NA	NA	NA	NA
YDR232W	0.185048526	0.205300809	0.189569567	0.197587571	0.190491455	1.967808252	1.68365637	1.7703683	1.965710192	1.921213931
YDR233C	0.207274095	0.206126845	0.202704376	0.192171272	0.171012616	27.05685905	23.57843316	25.91879066	24.70306525	25.69246236
YDR234W	0.078526666	0.080280048	0.070782983	0.076781275	0.074445484	2.153357842	1.932042945	1.673741439	1.755836003	1.827024541
YDR235W	NA	NA	0.043477468	0.053474324	0.049004218	1.586815882	1.99630402	1.304122438	NA	NA
YDR236C	0.042491444	0.043403353	0.041714722	0.05252535	0.032033652	NA	0.36525121	0.344867946	NA	0.215559262
YDR237W	0.050516806	0.055725324	0.054200543	0.05445275	0.052716928	1.085565915	1.168275025	1.215808821	1.165557337	1.002487612
YDR238C	0.054815471	NA	0.111259665	0.046030536	NA	NA	NA	3.16451224	NA	1.683705948
YDR239C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR240C	NA	NA	NA	NA	0.029179265	1.829506847	1.818886177	1.610402771	1.779188016	NA
YDR241W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR242W	0.069043701	0.075217916	0.060738374	0.075215966	0.074060588	0.874006436	1.787636333	1.937451682	1.688015134	1.766994298
YDR243C	0.061075904	0.06532324	0.054358164	0.064102751	0.057950674	0.632228368	0.893427661	0.761326974	0.999591471	0.720353159
YDR244W	0.040125177	NA	0.039537072	0.047072733	0.033570413	2.043596359	1.734930454	1.831451073	1.995676862	1.359684255
YDR245W	0.157089607	NA	0.146167412	0.117174001	0.160064673	2.38193512	2.975982024	2.404257794	1.970572316	2.305215784
YDR246W	0.246270323	0.347720465	0.234763476	0.367398242	0.38609477	4.711222409	3.816498093	4.572991872	5.371816194	5.789637326
YDR247W	0.121921162	NA	0.108845866	0.157994143	0.117883762	1.178886041	NA	1.090143104	NA	1.18845766
YDR248C	0.084572077	0.072410269	0.086528769	0.085733632	0.080318902	1.272485833	1.061646186	1.208018323	1.033984995	1.130958487
YDR249C	0.065966303	0.073000601	0.073002958	0.075448897	0.071978914	1.275072346	0.969277805	0.860415246	1.334400051	1.201284252
YDR250C	NA	NA	NA	NA	NA	3.733564141	4.526903275	6.097298799	4.57352663	3.946960652
YDR251W	0.058035351	0.068994286	0.069279029	0.067652067	0.075542143	2.892353239	3.060209822	3.250322527	3.141994742	4.04765289
YDR252W	NA	NA	0.126260359	NA	0.179995377	NA	NA	NA	NA	4.70770084
YDR253C	0.054752979	0.061743875	0.063011246	0.046914039	0.064197673	0.972184427	1.055262859	0.852248984	0.784304538	0.943508676
YDR254W	0.041632988	0.042509878	0.046365032	0.041481794	0.044385576	0.831951856	0.770972049	0.94066331	0.884316692	1.25552813
YDR255C	0.042180113	0.042053569	0.040537155	0.034784225	0.042991191	1.257056048	0.938206956	0.874196651	0.851449352	1.137946048
YDR256C	0.051193091	0.059255989	0.053584346	0.053311234	0.052682848	0.46556071	0.42107492	0.484709998	0.434265086	0.444365928
YDR257C	0.110885554	0.110956432	0.113892604	0.110440268	0.111564409	1.048163844	0.757360082	0.819651893	0.830900126	0.804540536
YDR258C	0.130625248	0.127054821	0.08449734	0.103635064	0.12270111	0.961947111	0.974098077	1.136885884	1.021492831	1.317901153
YDR259C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR260C	0.22079511	0.131192875	0.096476676	0.136723285	0.109821547	1.654472012	2.100979622	NA	1.750140039	3.029442779
YDR261C	0.079310184	0.081151859	0.072360883	0.072275197	0.08377536	1.658727663	1.578269797	1.522765566	1.516092669	1.656606802
YDR262W	0.076923636	0.078531503	0.067238765	0.067976101	0.069580037	2.705496485	2.685580703	2.468848632	2.327074881	2.545007984
YDR263C	NA	NA	NA	0.048082228	NA	4.216361042	4.449770158	NA	4.742956347	NA
YDR264C	0.170337386	0.176883465	0.211568046	0.2151071	0.229156525	0.908225472	0.872641849	1.041376732	1.04397182	1.205469542
YDR265W	0.120992544	0.133800796	0.10702726	0.121480427	0.125556018	5.258089646	4.132421087	3.395020754	3.692839932	5.528017869
YDR266C	0.069983737	NA	0.080032892	0.065695625	0.084114364	3.180651844	2.734890121	3.071236848	2.729820563	3.068429566
YDR267C	0.128583466	0.154424997	0.119297365	0.144775244	0.127671829	1.199507759	1.227588018	0.991585114	1.135123936	1.395148251
YDR268W	0.055919497	0.062665672	0.080306025	0.069190963	0.068544169	0.549225744	0.523167503	0.496471154	0.565030911	0.604443898
YDR269C	0.053443526	0.03490454	0.041856049	0.040858417	0.038948903	0.924904613	1.070334775	0.996393306	1.066306759	0.906101002
YDR270W	0.043574397	NA	0.050836918	0.048722259	0.053086211	NA	1.304853271	1.082591007	1.322399045	1.249601469
YDR271C	0.079353851	0.087659767	0.104049954	0.089296636	0.10116544	1.228904831	1.17864513	1.128494632	1.391493617	1.683581305
YDR272W	0.081758052	0.092019239	0.084127109	0.081147487	0.081699294	4.864139454	5.308299892	4.411641516	3.880677227	4.643010616
YDR273W	0.049159963	0.06420971	0.04796861	0.049863085	0.050689263	2.488660002	2.514105028	2.157132894	2.118044038	3.202167536
YDR274C	0.3015322	0.348540631	0.307925502	0.282037701	0.369631818	0.748350398	0.960014161	0.994858792	1.018398463	0.986534725
YDR275W	0.309158149	0.243032996	0.285444687	0.271616283	0.241277661	1.546967959	1.464288078	1.65936947	1.396321381	1.571073535
YDR276C	0.251435712	0.226504267	0.235029911	0.249364872	0.263017693	17.99444773	16.87692428	20.44080871	17.307327	15.35273336
YDR277C	0.135996408	0.131674859	0.12072789	0.142631499	0.124309926	6.438310744	7.318884506	8.563959887	7.713638785	8.562481204
YDR278C	NA	0.01432635	NA	0.025581006	0.016668186	NA	0.40299311	0.617200917	0.53019441	NA
YDR279W	0.087955595	0.098219343	0.083900615	0.090096743	0.087370566	4.876305726	4.144699898	3.560485209	3.471108452	5.462776907
YDR280W	0.137445283	0.116456484	0.129509605	0.115306272	0.113997615	2.671541573	2.946472877	3.697216606	2.689952002	2.048177797
YDR281C	0.114367444	0.08798402	0.105742517	0.104912273	0.089576073	2.872790711	3.271379302	3.863659135	4.443938319	2.37500124
YDR282C	0.019848505	0.021781378	0.019294273	0.016604397	0.023443337	1.044908591	1.014885354	1.145810396	0.840477615	1.190475464
YDR283C	0.040134115	NA	0.038768583	0.041559692	0.03561721	1.108548822	1.404373109	1.124044063	1.278244289	1.28245297
YDR284C	0.062690863	0.070068131	0.063803436	0.058138306	0.060809782	2.226368306	2.178477914	2.101363944	1.923723375	2.004060811
YDR285W	0.027703118	0.031164953	0.030264887	0.024123861	0.034123189	0.414810491	0.500197708	0.482466692	0.391565444	0.600208951
YDR286C	0.039988719	NA	0.046121888	0.046764223	0.032869056	NA	NA	NA	NA	NA
YDR287W	0.022489296	0.027768995	0.021567299	0.024872641	0.025033286	NA	0.657090867	0.817525532	0.570678517	0.459448445
YDR288W	0.113444961	0.093123689	0.107050091	0.105201231	0.093480748	0.581503088	0.491409954	0.516622012	0.378881376	0.440504028
YDR289C	0.108449554	0.093706471	0.090702237	0.099432882	0.099291977	2.247476409	1.578242451	1.416180001	1.488047974	1.830726884
YDR291W	0.116059413	NA	0.117736677	0.095770896	0.123587587	0.411702753	0.484472523	0.624676134	0.45245409	0.495154494
YDR292C	0.091026144	0.103962372	0.091492306	0.093171563	0.099705619	2.282642997	2.872942444	2.762445264	2.558758523	3.246822331
YDR293C	0.158372542	0.152034365	0.193268222	0.17426489	0.174610768	4.393599919	3.857695184	4.518486681	4.6463575	4.629421956
YDR294C	0.176816313	0.201080684	0.175191064	0.167993759	0.209883591	0.844671152	1.022802626	0.929178026	0.970506507	1.033121047
YDR295C	0.049938676	0.058380985	0.051213232	0.046779451	0.056635159	0.880268517	1.130790136	1.093467838	0.973570184	1.173190601
YDR296W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR297W	0.237215609	0.234782223	0.223871201	0.241325467	0.216646103	3.756032941	3.963947828	3.290859992	3.225185361	3.352082194
YDR298C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR299W	0.208128024	0.167549018	0.204691969	0.206275361	0.172464413	4.064720841	3.199589638	3.408693663	3.334690333	3.233722669
YDR300C	0.059133146	0.058526452	0.057237046	0.055281169	0.089170352	1.717165699	1.825919511	1.767530678	1.385940491	2.535808586
YDR301W	0.063421304	0.077132241	0.073217199	0.068140233	0.078594912	1.188487353	1.292421594	1.275715849	1.181853466	1.416509563
YDR302W	0.018801198	NA	0.020813339	0.023784542	0.020511516	0.814173152	0.568986852	0.644194787	0.8583296	0.778054516
YDR303C	0.023728287	0.03045987	0.026668991	0.022516852	0.028596818	2.044647434	2.139845119	1.676902401	1.792168116	2.457896712
YDR304C	0.097096947	0.084834276	0.097032527	0.102543918	0.079491277	8.362112298	9.464773723	9.708628302	9.544643015	9.006232133
YDR305C	0.075665577	0.05523033	0.077224064	0.071267312	0.062369671	0.555081247	NA	0.571246417	0.572173272	0.57694264
YDR306C	0.035580367	0.041150098	0.033869426	0.035118271	0.033432232	0.773991921	0.959941207	1.029950079	0.94912044	1.119884008
YDR307W	0.030309274	NA	0.033074712	0.031082113	0.037937938	0.767454849	0.783220559	0.896639619	0.89116212	1.022065535
YDR308C	0.048126553	0.058617229	0.061156782	0.048323591	0.053087807	1.204594799	1.352475009	1.34298814	1.152643441	1.309531286
YDR309C	0.095854714	0.095448461	0.104673111	0.086380982	0.099929896	5.33767117	4.962672347	5.346728456	5.330507797	6.961942632
YDR310C	0.156352049	NA	0.163281595	0.174145176	0.193599143	3.329771605	3.111575933	3.377693135	3.76774972	3.612129012
YDR311W	0.089318346	NA	0.087635834	0.087154052	0.093611193	1.302700219	1.135469694	1.335603707	1.341946066	1.396745654
YDR312W	0.081703263	0.073071427	0.082700417	0.070509439	0.080083435	3.593078225	4.125425566	3.799397403	3.521874952	4.512408096
YDR313C	0.065902901	0.086944089	0.074776402	0.072031691	0.071799605	0.774967052	0.971676281	0.730963714	0.686636922	0.615926631
YDR314C	0.046523521	0.04420924	0.049616446	0.055290785	0.049410316	0.72331965	0.792321578	0.793904668	0.782209024	0.919813742
YDR315C	0.026783626	0.025111337	0.031567788	0.023454283	0.025566862	1.085729175	0.919450562	0.856263519	0.739550704	0.811862525
YDR316W	0.096965733	0.089171523	0.094931401	0.122703588	0.093266312	1.960736997	2.901901012	3.071967662	2.744523476	3.027180816
YDR317W	0.018675911	0.019576121	0.017186137	0.016070487	0.016995567	0.283692687	0.469733585	0.261730056	0.332797284	0.347434349
YDR318W	0.036390936	0.03101355	0.043552959	0.03458608	0.043984626	0.552064125	0.595700239	0.597405232	0.538852558	0.572394466
YDR319C	0.063846802	0.070816636	0.097720164	0.075918285	0.082087236	0.326761325	0.32903816	0.326705491	0.308005014	0.37328037
YDR320C	0.046590072	NA	0.04771634	0.038400905	0.055957874	1.407447054	1.345319534	1.632405519	1.212261876	1.735481612
YDR320C-A	0.228234741	0.155694281	0.147831794	0.198548382	0.174089782	3.536602081	4.171251404	4.901443936	3.929164078	3.929581803
YDR321W	0.075588494	0.076919447	0.080184562	0.080720419	0.073803088	1.51903312	1.367815689	1.325586316	1.27144993	1.399610665
YDR322C-A	0.048627452	NA	0.049761114	0.034873187	0.050230068	2.016257936	1.488396256	1.87427921	1.345943642	1.524311691
YDR322W	0.10502482	0.105486794	0.101255094	0.110936423	0.093660429	4.499999695	3.708946949	3.077986043	4.801840279	4.510672744
YDR323C	0.030392775	0.031788376	0.03070227	0.031019195	0.031359103	0.517842065	0.558228605	0.58575893	0.567103279	0.619829415
YDR324C	0.126845381	0.124239378	0.149583124	0.141718457	0.154794335	1.635689011	1.906244347	2.107477505	1.813958712	2.211575774
YDR325W	0.066689804	NA	0.068176133	0.070637891	0.083678622	0.472588042	0.399365016	0.536504054	0.455437082	0.546479903
